label,i,j,K_ij
fcnn,1,0,121.51980590820312
fcnn,2,0,103.05274963378906
fcnn,2,1,103.93052673339844
fcnn,3,0,131.7361297607422
fcnn,3,1,125.6195068359375
fcnn,3,2,113.06568145751953
fcnn,4,0,111.01315307617188
fcnn,4,1,112.53028869628906
fcnn,4,2,106.31397247314453
fcnn,4,3,122.79867553710938
fcnn,5,0,112.21987915039062
fcnn,5,1,109.1298599243164
fcnn,5,2,100.50249481201172
fcnn,5,3,116.32412719726562
fcnn,5,4,103.90380859375
fcnn,6,0,100.12151336669922
fcnn,6,1,104.08182525634766
fcnn,6,2,92.55203247070312
fcnn,6,3,113.33662414550781
fcnn,6,4,100.18789672851562
fcnn,6,5,90.9639892578125
fcnn,7,0,107.79425048828125
fcnn,7,1,102.47402954101562
fcnn,7,2,93.32438659667969
fcnn,7,3,113.80538940429688
fcnn,7,4,100.203857421875
fcnn,7,5,107.5498046875
fcnn,7,6,92.26567840576172
fcnn,8,0,119.74227905273438
fcnn,8,1,115.02948760986328
fcnn,8,2,100.65620422363281
fcnn,8,3,128.9066925048828
fcnn,8,4,116.58782196044922
fcnn,8,5,114.79570007324219
fcnn,8,6,96.61903381347656
fcnn,8,7,102.66401672363281
fcnn,9,0,98.08547973632812
fcnn,9,1,96.55342102050781
fcnn,9,2,94.25457763671875
fcnn,9,3,107.86009216308594
fcnn,9,4,96.9472427368164
fcnn,9,5,95.77687072753906
fcnn,9,6,88.74980926513672
fcnn,9,7,93.0543212890625
fcnn,9,8,95.10137939453125
fcnn,10,0,115.91009521484375
fcnn,10,1,114.37969970703125
fcnn,10,2,100.90908813476562
fcnn,10,3,124.34834289550781
fcnn,10,4,113.002197265625
fcnn,10,5,104.9959487915039
fcnn,10,6,103.43260955810547
fcnn,10,7,99.37481689453125
fcnn,10,8,106.79927062988281
fcnn,10,9,95.04545593261719
fcnn,11,0,117.54946899414062
fcnn,11,1,108.93109130859375
fcnn,11,2,92.25679779052734
fcnn,11,3,122.58128356933594
fcnn,11,4,103.86369323730469
fcnn,11,5,92.74768829345703
fcnn,11,6,96.2254867553711
fcnn,11,7,100.45843505859375
fcnn,11,8,104.15963745117188
fcnn,11,9,86.13939666748047
fcnn,11,10,106.3305892944336
fcnn,12,0,125.69149780273438
fcnn,12,1,124.96820831298828
fcnn,12,2,110.53079223632812
fcnn,12,3,131.18853759765625
fcnn,12,4,116.38388061523438
fcnn,12,5,119.36640930175781
fcnn,12,6,101.70768737792969
fcnn,12,7,109.20675659179688
fcnn,12,8,121.34823608398438
fcnn,12,9,100.44676208496094
fcnn,12,10,116.08399963378906
fcnn,12,11,110.64439392089844
fcnn,13,0,121.79666137695312
fcnn,13,1,120.473388671875
fcnn,13,2,111.41140747070312
fcnn,13,3,138.1653289794922
fcnn,13,4,116.17607116699219
fcnn,13,5,114.1766357421875
fcnn,13,6,107.41883087158203
fcnn,13,7,110.8396224975586
fcnn,13,8,120.25438690185547
fcnn,13,9,99.22968292236328
fcnn,13,10,116.72799682617188
fcnn,13,11,119.08183288574219
fcnn,13,12,123.30027770996094
fcnn,14,0,98.33074188232422
fcnn,14,1,100.4265365600586
fcnn,14,2,97.534912109375
fcnn,14,3,116.94306945800781
fcnn,14,4,104.02946472167969
fcnn,14,5,97.3070297241211
fcnn,14,6,92.51580810546875
fcnn,14,7,94.17576599121094
fcnn,14,8,108.19688415527344
fcnn,14,9,92.24889373779297
fcnn,14,10,99.80503845214844
fcnn,14,11,100.1708984375
fcnn,14,12,108.06009674072266
fcnn,14,13,114.36553192138672
fcnn,15,0,96.95938110351562
fcnn,15,1,89.04835510253906
fcnn,15,2,80.24986267089844
fcnn,15,3,100.44428253173828
fcnn,15,4,91.75239562988281
fcnn,15,5,92.80071258544922
fcnn,15,6,81.32510375976562
fcnn,15,7,93.92024230957031
fcnn,15,8,97.59648132324219
fcnn,15,9,79.14888000488281
fcnn,15,10,88.42987823486328
fcnn,15,11,94.21339416503906
fcnn,15,12,89.18671417236328
fcnn,15,13,100.14956665039062
fcnn,15,14,90.95629119873047
fcnn,16,0,119.59783935546875
fcnn,16,1,105.56327819824219
fcnn,16,2,97.72871398925781
fcnn,16,3,120.1800537109375
fcnn,16,4,103.62287902832031
fcnn,16,5,103.11585998535156
fcnn,16,6,95.22539520263672
fcnn,16,7,104.90240478515625
fcnn,16,8,106.6696548461914
fcnn,16,9,89.35321044921875
fcnn,16,10,107.9952392578125
fcnn,16,11,112.63008117675781
fcnn,16,12,110.82194519042969
fcnn,16,13,120.58729553222656
fcnn,16,14,95.97145080566406
fcnn,16,15,99.76966857910156
fcnn,17,0,102.8432846069336
fcnn,17,1,89.5409164428711
fcnn,17,2,84.07594299316406
fcnn,17,3,109.16656494140625
fcnn,17,4,88.13134765625
