label,i,j,K_ij
attn,1,0,0.5956507921218872
attn,2,0,0.5818046927452087
attn,2,1,0.5879309177398682
attn,3,0,0.6151649355888367
attn,3,1,0.6258576512336731
attn,3,2,0.6085629463195801
attn,4,0,0.5929121375083923
attn,4,1,0.6092246770858765
attn,4,2,0.6033742427825928
attn,4,3,0.6302838921546936
attn,5,0,0.5907621383666992
attn,5,1,0.5994993448257446
attn,5,2,0.5868414640426636
attn,5,3,0.6117536425590515
attn,5,4,0.5972619652748108
attn,6,0,0.5337717533111572
attn,6,1,0.5546355843544006
attn,6,2,0.5325152277946472
attn,6,3,0.5658427476882935
attn,6,4,0.5481637716293335
attn,6,5,0.5422029495239258
attn,7,0,0.5600794553756714
attn,7,1,0.5826129913330078
attn,7,2,0.5676311254501343
attn,7,3,0.6006635427474976
attn,7,4,0.5780558586120605
attn,7,5,0.5785396695137024
attn,7,6,0.5269750356674194
attn,8,0,0.5706053376197815
attn,8,1,0.586365818977356
attn,8,2,0.5810015201568604
attn,8,3,0.6151958703994751
attn,8,4,0.6001690030097961
attn,8,5,0.573996901512146
attn,8,6,0.5295724868774414
attn,8,7,0.5509099960327148
attn,9,0,0.5223941802978516
attn,9,1,0.5322182178497314
attn,9,2,0.541355550289154
attn,9,3,0.5563712120056152
attn,9,4,0.5494354367256165
attn,9,5,0.5371582508087158
attn,9,6,0.4902235269546509
attn,9,7,0.5306082367897034
attn,9,8,0.5255126953125
attn,10,0,0.5865423679351807
attn,10,1,0.5987054109573364
attn,10,2,0.5715584754943848
attn,10,3,0.6171996593475342
attn,10,4,0.6015127301216125
attn,10,5,0.5956686735153198
attn,10,6,0.5478631258010864
attn,10,7,0.5756529569625854
attn,10,8,0.57790607213974
attn,10,9,0.5295243263244629
attn,11,0,0.5545467734336853
attn,11,1,0.5620136857032776
attn,11,2,0.5541061162948608
attn,11,3,0.5823233127593994
attn,11,4,0.5641255378723145
attn,11,5,0.5429539680480957
attn,11,6,0.502939760684967
attn,11,7,0.5342226028442383
attn,11,8,0.5437682867050171
attn,11,9,0.49734583497047424
attn,11,10,0.5475506782531738
attn,12,0,0.5941561460494995
attn,12,1,0.6026613116264343
attn,12,2,0.5887240171432495
attn,12,3,0.6216158866882324
attn,12,4,0.6041191816329956
attn,12,5,0.6075931191444397
attn,12,6,0.5362691283226013
attn,12,7,0.5871896743774414
attn,12,8,0.592766523361206
attn,12,9,0.5370832681655884
attn,12,10,0.5981553792953491
attn,12,11,0.5644795894622803
attn,13,0,0.5807738304138184
attn,13,1,0.6007677316665649
attn,13,2,0.5883268117904663
attn,13,3,0.612958550453186
attn,13,4,0.6035261154174805
attn,13,5,0.5935492515563965
attn,13,6,0.5419743061065674
attn,13,7,0.5746877193450928
attn,13,8,0.5752162337303162
attn,13,9,0.5388468503952026
attn,13,10,0.5877941250801086
attn,13,11,0.5567376613616943
attn,13,12,0.5938413143157959
attn,14,0,0.5537765026092529
attn,14,1,0.5673879981040955
attn,14,2,0.5597184896469116
attn,14,3,0.575942873954773
attn,14,4,0.5799105763435364
attn,14,5,0.5626913905143738
attn,14,6,0.5198435187339783
attn,14,7,0.5475121140480042
