label,i,j,K_ij
fcnn,1,0,28.249475479125977
fcnn,2,0,26.663267135620117
fcnn,2,1,30.63698959350586
fcnn,3,0,24.35213851928711
fcnn,3,1,25.669490814208984
fcnn,3,2,24.305492401123047
fcnn,4,0,28.260421752929688
fcnn,4,1,30.19332504272461
fcnn,4,2,29.47614288330078
fcnn,4,3,27.08370590209961
fcnn,5,0,24.735565185546875
fcnn,5,1,27.834064483642578
fcnn,5,2,27.115509033203125
fcnn,5,3,23.444316864013672
fcnn,5,4,27.769224166870117
fcnn,6,0,16.18073844909668
fcnn,6,1,20.159236907958984
fcnn,6,2,17.56261444091797
fcnn,6,3,21.660747528076172
fcnn,6,4,18.196643829345703
fcnn,6,5,15.619379997253418
fcnn,7,0,18.75368881225586
fcnn,7,1,21.076824188232422
fcnn,7,2,19.22130012512207
fcnn,7,3,24.380624771118164
fcnn,7,4,20.779193878173828
fcnn,7,5,17.78491973876953
fcnn,7,6,17.255168914794922
fcnn,8,0,26.676551818847656
fcnn,8,1,30.958086013793945
fcnn,8,2,28.2281436920166
fcnn,8,3,26.548175811767578
fcnn,8,4,29.551021575927734
fcnn,8,5,26.47357177734375
fcnn,8,6,19.934228897094727
fcnn,8,7,19.12799835205078
fcnn,9,0,24.173852920532227
fcnn,9,1,26.680124282836914
fcnn,9,2,25.93408203125
fcnn,9,3,24.977703094482422
fcnn,9,4,27.164104461669922
fcnn,9,5,27.71402359008789
fcnn,9,6,15.33861255645752
fcnn,9,7,19.29630470275879
fcnn,9,8,26.18273162841797
fcnn,10,0,27.45569610595703
fcnn,10,1,29.81130027770996
fcnn,10,2,29.515907287597656
fcnn,10,3,25.69329071044922
fcnn,10,4,30.420063018798828
fcnn,10,5,27.767595291137695
fcnn,10,6,17.72553253173828
fcnn,10,7,19.516590118408203
fcnn,10,8,29.99008560180664
fcnn,10,9,26.35016441345215
fcnn,11,0,25.527145385742188
fcnn,11,1,27.295459747314453
fcnn,11,2,27.131017684936523
fcnn,11,3,25.53124237060547
fcnn,11,4,28.624103546142578
fcnn,11,5,25.926658630371094
fcnn,11,6,16.797361373901367
fcnn,11,7,18.91429328918457
fcnn,11,8,27.601768493652344
fcnn,11,9,26.002758026123047
fcnn,11,10,27.884490966796875
fcnn,12,0,27.082622528076172
fcnn,12,1,31.814565658569336
fcnn,12,2,28.81452751159668
fcnn,12,3,25.80939483642578
fcnn,12,4,29.633684158325195
fcnn,12,5,30.340492248535156
fcnn,12,6,18.770111083984375
fcnn,12,7,20.143571853637695
fcnn,12,8,30.576576232910156
fcnn,12,9,29.765121459960938
fcnn,12,10,27.807735443115234
fcnn,12,11,28.658544540405273
fcnn,13,0,25.872133255004883
fcnn,13,1,28.349231719970703
fcnn,13,2,27.7654972076416
fcnn,13,3,25.768966674804688
fcnn,13,4,28.25292205810547
fcnn,13,5,25.76848793029785
fcnn,13,6,17.797657012939453
fcnn,13,7,19.397174835205078
fcnn,13,8,28.614803314208984
fcnn,13,9,26.35626792907715
fcnn,13,10,28.636577606201172
fcnn,13,11,26.920787811279297
fcnn,13,12,27.18802833557129
fcnn,14,0,22.833965301513672
fcnn,14,1,24.449111938476562
fcnn,14,2,24.023555755615234
fcnn,14,3,21.836809158325195
fcnn,14,4,26.015308380126953
fcnn,14,5,25.76211166381836
fcnn,14,6,14.13058853149414
fcnn,14,7,17.152677536010742
fcnn,14,8,24.453975677490234
fcnn,14,9,26.221853256225586
fcnn,14,10,25.355579376220703
fcnn,14,11,25.96746063232422
fcnn,14,12,28.29987907409668
fcnn,14,13,24.25353240966797
fcnn,15,0,24.730472564697266
fcnn,15,1,26.460575103759766
fcnn,15,2,25.88167953491211
fcnn,15,3,23.5354061126709
fcnn,15,4,27.537357330322266
fcnn,15,5,24.752567291259766
fcnn,15,6,16.048961639404297
fcnn,15,7,18.32284164428711
fcnn,15,8,25.98525047302246
fcnn,15,9,23.768346786499023
fcnn,15,10,27.029651641845703
fcnn,15,11,25.348922729492188
fcnn,15,12,26.29849624633789
fcnn,15,13,25.048458099365234
fcnn,15,14,23.3023681640625
fcnn,16,0,18.903690338134766
fcnn,16,1,21.526823043823242
fcnn,16,2,18.337833404541016
fcnn,16,3,24.537172317504883
fcnn,16,4,20.39677619934082
fcnn,16,5,17.040111541748047
fcnn,16,6,19.405765533447266
fcnn,16,7,19.258663177490234
fcnn,16,8,22.796890258789062
fcnn,16,9,17.413776397705078
fcnn,16,10,20.00869369506836
fcnn,16,11,18.103775024414062
fcnn,16,12,20.893585205078125
fcnn,16,13,19.808391571044922
fcnn,16,14,15.546605110168457
fcnn,16,15,17.397750854492188
fcnn,17,0,27.77741050720215
fcnn,17,1,30.629348754882812
fcnn,17,2,27.838266372680664
fcnn,17,3,27.211044311523438
fcnn,17,4,30.046310424804688
fcnn,17,5,26.583690643310547
fcnn,17,6,20.067216873168945
fcnn,17,7,20.417457580566406
fcnn,17,8,31.051380157470703
fcnn,17,9,26.802953720092773
fcnn,17,10,29.04619598388672
fcnn,17,11,27.68773078918457
fcnn,17,12,30.957664489746094
fcnn,17,13,28.170013427734375
fcnn,17,14,24.872268676757812
fcnn,17,15,25.861949920654297
fcnn,17,16,23.883426666259766
fcnn,18,0,25.82229232788086
fcnn,18,1,27.21303367614746
fcnn,18,2,27.971296310424805
fcnn,18,3,25.549789428710938
fcnn,18,4,29.35184669494629
fcnn,18,5,26.087955474853516
fcnn,18,6,16.897916793823242
fcnn,18,7,19.140518188476562
fcnn,18,8,27.417808532714844
fcnn,18,9,25.363712310791016
fcnn,18,10,28.981094360351562
fcnn,18,11,28.032941818237305
fcnn,18,12,27.96795654296875
fcnn,18,13,26.829710006713867
fcnn,18,14,25.511245727539062
fcnn,18,15,26.763935089111328
fcnn,18,16,18.416027069091797
fcnn,18,17,27.24994659423828
fcnn,19,0,22.269824981689453
fcnn,19,1,24.34084701538086
fcnn,19,2,23.47739028930664
fcnn,19,3,22.351125717163086
fcnn,19,4,25.426246643066406
fcnn,19,5,25.30987548828125
fcnn,19,6,14.502469062805176
fcnn,19,7,16.71875762939453
fcnn,19,8,25.286487579345703
fcnn,19,9,25.21038246154785
fcnn,19,10,25.149883270263672
fcnn,19,11,24.881847381591797
fcnn,19,12,26.981586456298828
fcnn,19,13,24.13739013671875
fcnn,19,14,24.430198669433594
fcnn,19,15,22.24960708618164
fcnn,19,16,16.16417121887207
fcnn,19,17,25.06386375427246
fcnn,19,18,23.888172149658203
fcnn,20,0,19.620391845703125
fcnn,20,1,21.212343215942383
fcnn,20,2,19.366539001464844
fcnn,20,3,26.7970027923584
fcnn,20,4,22.320236206054688
fcnn,20,5,17.568443298339844
fcnn,20,6,18.296707153320312
fcnn,20,7,20.601390838623047
fcnn,20,8,22.341651916503906
fcnn,20,9,18.84449005126953
fcnn,20,10,21.083589553833008
fcnn,20,11,21.175048828125
fcnn,20,12,19.438831329345703
fcnn,20,13,21.974416732788086
fcnn,20,14,17.749370574951172
fcnn,20,15,19.93695068359375
fcnn,20,16,20.986827850341797
fcnn,20,17,22.225576400756836
fcnn,20,18,21.011070251464844
fcnn,20,19,18.490795135498047
fcnn,21,0,18.253158569335938
fcnn,21,1,19.66000747680664
fcnn,21,2,18.67398452758789
fcnn,21,3,23.322580337524414
fcnn,21,4,19.572681427001953
fcnn,21,5,16.85446548461914
fcnn,21,6,16.656930923461914
fcnn,21,7,18.518314361572266
fcnn,21,8,20.090267181396484
fcnn,21,9,17.09170913696289
fcnn,21,10,20.126964569091797
fcnn,21,11,18.405799865722656
