label,i,j,K_ij
fcnn,1,0,70.33464050292969
fcnn,2,0,58.673683166503906
fcnn,2,1,62.448204040527344
fcnn,3,0,76.02867126464844
fcnn,3,1,74.36356353759766
fcnn,3,2,69.70081329345703
fcnn,4,0,71.7963638305664
fcnn,4,1,73.16716766357422
fcnn,4,2,62.95920944213867
fcnn,4,3,74.90725708007812
fcnn,5,0,60.28472900390625
fcnn,5,1,62.5536003112793
fcnn,5,2,51.355308532714844
fcnn,5,3,63.69908905029297
fcnn,5,4,63.61839294433594
fcnn,6,0,61.57456588745117
fcnn,6,1,64.93048095703125
fcnn,6,2,53.38169860839844
fcnn,6,3,64.8148422241211
fcnn,6,4,65.20170593261719
fcnn,6,5,56.11748123168945
fcnn,7,0,67.60664367675781
fcnn,7,1,69.47798156738281
fcnn,7,2,56.90515899658203
fcnn,7,3,72.80947875976562
fcnn,7,4,69.5579833984375
fcnn,7,5,60.23752975463867
fcnn,7,6,61.04584884643555
fcnn,8,0,64.51919555664062
fcnn,8,1,66.019287109375
fcnn,8,2,57.21901321411133
fcnn,8,3,69.80941009521484
fcnn,8,4,67.20529174804688
fcnn,8,5,54.238670349121094
fcnn,8,6,58.227577209472656
fcnn,8,7,63.9974479675293
fcnn,9,0,62.04317855834961
fcnn,9,1,65.40583801269531
fcnn,9,2,56.183258056640625
fcnn,9,3,65.76456451416016
fcnn,9,4,66.78064727783203
fcnn,9,5,56.78866958618164
fcnn,9,6,58.742591857910156
fcnn,9,7,63.3524284362793
fcnn,9,8,57.9072380065918
fcnn,10,0,65.19929504394531
fcnn,10,1,68.39241790771484
fcnn,10,2,59.245460510253906
fcnn,10,3,71.40379333496094
fcnn,10,4,70.18891906738281
fcnn,10,5,57.4174919128418
fcnn,10,6,61.060035705566406
fcnn,10,7,65.96381378173828
fcnn,10,8,66.37773132324219
fcnn,10,9,60.750511169433594
fcnn,11,0,69.4881362915039
fcnn,11,1,67.74211120605469
fcnn,11,2,60.34003829956055
fcnn,11,3,73.24581909179688
fcnn,11,4,69.92913818359375
fcnn,11,5,58.28105163574219
fcnn,11,6,60.31365203857422
fcnn,11,7,66.76130676269531
fcnn,11,8,64.2923583984375
fcnn,11,9,62.4091796875
fcnn,11,10,66.59918975830078
fcnn,12,0,69.70287322998047
fcnn,12,1,71.27352905273438
fcnn,12,2,65.98138427734375
fcnn,12,3,81.99551391601562
fcnn,12,4,72.43191528320312
fcnn,12,5,63.59979248046875
fcnn,12,6,60.41796112060547
fcnn,12,7,69.39813232421875
fcnn,12,8,64.60517883300781
fcnn,12,9,63.89048385620117
fcnn,12,10,66.87751770019531
fcnn,12,11,69.6881103515625
fcnn,13,0,69.60625457763672
fcnn,13,1,70.66926574707031
fcnn,13,2,62.120819091796875
fcnn,13,3,72.93319702148438
fcnn,13,4,71.27378845214844
fcnn,13,5,59.314308166503906
fcnn,13,6,61.11482238769531
fcnn,13,7,67.40773010253906
fcnn,13,8,65.70175170898438
fcnn,13,9,62.66493225097656
fcnn,13,10,68.4970703125
fcnn,13,11,68.84257507324219
fcnn,13,12,68.81103515625
fcnn,14,0,67.97627258300781
fcnn,14,1,68.7037353515625
fcnn,14,2,58.03021240234375
fcnn,14,3,69.67832946777344
fcnn,14,4,70.37311553955078
fcnn,14,5,58.998619079589844
fcnn,14,6,61.9394416809082
fcnn,14,7,67.22378540039062
fcnn,14,8,61.89069366455078
fcnn,14,9,64.27627563476562
fcnn,14,10,65.2144775390625
fcnn,14,11,68.40613555908203
fcnn,14,12,69.22627258300781
fcnn,14,13,66.8935546875
fcnn,15,0,62.47783660888672
fcnn,15,1,64.15215301513672
fcnn,15,2,52.58075714111328
fcnn,15,3,65.84600830078125
fcnn,15,4,64.9226303100586
fcnn,15,5,57.148616790771484
fcnn,15,6,57.261962890625
fcnn,15,7,63.68627166748047
fcnn,15,8,56.376304626464844
fcnn,15,9,58.444854736328125
fcnn,15,10,58.93095016479492
fcnn,15,11,61.86625671386719
fcnn,15,12,65.09037780761719
fcnn,15,13,60.64059066772461
fcnn,15,14,63.45480728149414
fcnn,16,0,67.53009796142578
fcnn,16,1,68.24784851074219
fcnn,16,2,58.9925537109375
fcnn,16,3,71.59819793701172
fcnn,16,4,69.71943664550781
fcnn,16,5,57.55382537841797
fcnn,16,6,60.265167236328125
fcnn,16,7,67.06619262695312
fcnn,16,8,63.15420150756836
fcnn,16,9,61.320709228515625
fcnn,16,10,64.76377868652344
fcnn,16,11,67.01548767089844
fcnn,16,12,68.81974029541016
fcnn,16,13,65.06434631347656
fcnn,16,14,68.17140197753906
fcnn,16,15,61.93885040283203
fcnn,17,0,67.16493225097656
fcnn,17,1,66.19546508789062
fcnn,17,2,56.4797248840332
fcnn,17,3,71.46517181396484
fcnn,17,4,68.49705505371094
fcnn,17,5,58.169944763183594
fcnn,17,6,59.28519058227539
fcnn,17,7,65.52976989746094
fcnn,17,8,61.08271026611328
fcnn,17,9,60.00799560546875
