label,i,j,K_ij
fcnn,1,0,55.10710144042969
fcnn,2,0,63.564579010009766
fcnn,2,1,56.928497314453125
fcnn,3,0,71.72532653808594
fcnn,3,1,58.807464599609375
fcnn,3,2,65.32856750488281
fcnn,4,0,63.40459442138672
fcnn,4,1,58.52591323852539
fcnn,4,2,67.27985382080078
fcnn,4,3,67.58938598632812
fcnn,5,0,62.067134857177734
fcnn,5,1,53.08427429199219
fcnn,5,2,63.230464935302734
fcnn,5,3,64.24095153808594
fcnn,5,4,64.7977066040039
fcnn,6,0,57.969581604003906
fcnn,6,1,48.13301467895508
fcnn,6,2,53.074195861816406
fcnn,6,3,60.93596649169922
fcnn,6,4,54.79480743408203
fcnn,6,5,52.102508544921875
fcnn,7,0,50.993263244628906
fcnn,7,1,52.689552307128906
fcnn,7,2,55.68187713623047
fcnn,7,3,59.04413986206055
fcnn,7,4,60.28752899169922
fcnn,7,5,53.76118469238281
fcnn,7,6,49.758644104003906
fcnn,8,0,53.59662628173828
fcnn,8,1,57.75688171386719
fcnn,8,2,56.29037094116211
fcnn,8,3,57.572486877441406
fcnn,8,4,54.360191345214844
fcnn,8,5,51.182308197021484
fcnn,8,6,47.2821044921875
fcnn,8,7,50.33213806152344
fcnn,9,0,43.458465576171875
fcnn,9,1,42.09394836425781
fcnn,9,2,48.678321838378906
fcnn,9,3,49.074195861816406
fcnn,9,4,49.76123046875
fcnn,9,5,45.1087532043457
fcnn,9,6,35.55608367919922
fcnn,9,7,44.31546401977539
fcnn,9,8,39.23131561279297
fcnn,10,0,68.3459243774414
fcnn,10,1,57.24163818359375
fcnn,10,2,65.80828857421875
fcnn,10,3,72.28703308105469
fcnn,10,4,67.86363983154297
fcnn,10,5,64.71226501464844
fcnn,10,6,55.99651336669922
fcnn,10,7,56.04057312011719
fcnn,10,8,57.772743225097656
fcnn,10,9,47.031341552734375
fcnn,11,0,61.338958740234375
fcnn,11,1,47.76872253417969
fcnn,11,2,58.497676849365234
fcnn,11,3,64.48638916015625
fcnn,11,4,59.53575897216797
fcnn,11,5,52.49453353881836
fcnn,11,6,50.3587646484375
fcnn,11,7,48.63018798828125
fcnn,11,8,46.876869201660156
fcnn,11,9,46.05093765258789
fcnn,11,10,62.93754959106445
fcnn,12,0,57.744686126708984
fcnn,12,1,52.58261489868164
fcnn,12,2,53.424381256103516
fcnn,12,3,65.68533325195312
fcnn,12,4,56.322139739990234
fcnn,12,5,51.32929992675781
fcnn,12,6,54.406593322753906
fcnn,12,7,53.72276306152344
fcnn,12,8,51.3958854675293
fcnn,12,9,43.828243255615234
fcnn,12,10,57.61738586425781
fcnn,12,11,55.02839660644531
fcnn,13,0,56.681724548339844
fcnn,13,1,50.660499572753906
fcnn,13,2,59.548973083496094
fcnn,13,3,64.75540161132812
fcnn,13,4,58.917301177978516
fcnn,13,5,58.45014953613281
fcnn,13,6,49.25963592529297
fcnn,13,7,52.757484436035156
fcnn,13,8,50.8690071105957
fcnn,13,9,41.72136688232422
fcnn,13,10,59.87236022949219
fcnn,13,11,52.44829559326172
fcnn,13,12,51.798973083496094
fcnn,14,0,53.80351257324219
fcnn,14,1,50.576011657714844
fcnn,14,2,50.2850341796875
fcnn,14,3,57.166236877441406
fcnn,14,4,51.0321044921875
fcnn,14,5,46.935089111328125
fcnn,14,6,49.73673629760742
fcnn,14,7,47.357933044433594
fcnn,14,8,48.49833679199219
fcnn,14,9,38.19173812866211
fcnn,14,10,55.29423141479492
fcnn,14,11,47.991451263427734
fcnn,14,12,54.59354782104492
fcnn,14,13,45.69465255737305
fcnn,15,0,49.38479995727539
fcnn,15,1,46.64746856689453
fcnn,15,2,54.73339080810547
fcnn,15,3,57.100887298583984
fcnn,15,4,54.68667984008789
fcnn,15,5,51.717010498046875
fcnn,15,6,46.82185745239258
fcnn,15,7,48.62864685058594
fcnn,15,8,45.54798126220703
fcnn,15,9,40.24058532714844
fcnn,15,10,53.14496612548828
fcnn,15,11,46.37757110595703
fcnn,15,12,47.37580108642578
fcnn,15,13,52.28383255004883
fcnn,15,14,43.9730224609375
fcnn,16,0,58.29050827026367
fcnn,16,1,55.467857360839844
fcnn,16,2,62.09126281738281
fcnn,16,3,61.32011795043945
fcnn,16,4,63.446651458740234
fcnn,16,5,58.192466735839844
fcnn,16,6,54.77581024169922
fcnn,16,7,56.715538024902344
fcnn,16,8,53.55894470214844
fcnn,16,9,42.14778137207031
