label,i,j,K_ij
fcnn,1,0,146.03939819335938
fcnn,2,0,137.4600830078125
fcnn,2,1,137.7765655517578
fcnn,3,0,151.9639129638672
fcnn,3,1,154.99078369140625
fcnn,3,2,150.4010009765625
fcnn,4,0,138.4222869873047
fcnn,4,1,140.87255859375
fcnn,4,2,132.01568603515625
fcnn,4,3,150.3897705078125
fcnn,5,0,139.46824645996094
fcnn,5,1,136.98281860351562
fcnn,5,2,128.4859619140625
fcnn,5,3,143.0721435546875
fcnn,5,4,132.1223907470703
fcnn,6,0,126.0689697265625
fcnn,6,1,122.66566467285156
fcnn,6,2,116.5105972290039
fcnn,6,3,134.49343872070312
fcnn,6,4,124.49907684326172
fcnn,6,5,121.46231079101562
fcnn,7,0,130.57008361816406
fcnn,7,1,140.36314392089844
fcnn,7,2,126.10901641845703
fcnn,7,3,143.62098693847656
fcnn,7,4,128.35484313964844
fcnn,7,5,126.62419128417969
fcnn,7,6,113.86520385742188
fcnn,8,0,127.25250244140625
fcnn,8,1,128.55465698242188
fcnn,8,2,116.64412689208984
fcnn,8,3,134.47845458984375
fcnn,8,4,130.95980834960938
fcnn,8,5,120.19952392578125
fcnn,8,6,116.6681137084961
fcnn,8,7,113.92860412597656
fcnn,9,0,124.63368225097656
fcnn,9,1,127.81764221191406
fcnn,9,2,129.25430297851562
fcnn,9,3,138.33197021484375
fcnn,9,4,129.18325805664062
fcnn,9,5,126.74507904052734
fcnn,9,6,110.82882690429688
fcnn,9,7,124.41004943847656
fcnn,9,8,111.7011947631836
fcnn,10,0,134.8711395263672
fcnn,10,1,150.73765563964844
fcnn,10,2,124.18702697753906
fcnn,10,3,146.3052978515625
fcnn,10,4,136.86334228515625
fcnn,10,5,130.46267700195312
fcnn,10,6,115.31600952148438
fcnn,10,7,126.93603515625
fcnn,10,8,122.89559936523438
fcnn,10,9,117.6545181274414
fcnn,11,0,130.6708984375
fcnn,11,1,135.5518035888672
fcnn,11,2,127.16217041015625
fcnn,11,3,145.22659301757812
fcnn,11,4,130.40841674804688
fcnn,11,5,123.41979217529297
fcnn,11,6,115.07720184326172
fcnn,11,7,125.29373931884766
fcnn,11,8,119.29127502441406
fcnn,11,9,121.15453338623047
fcnn,11,10,124.1123046875
fcnn,12,0,139.56190490722656
fcnn,12,1,137.52755737304688
fcnn,12,2,130.94142150878906
fcnn,12,3,148.80123901367188
fcnn,12,4,134.98367309570312
fcnn,12,5,137.46340942382812
fcnn,12,6,122.82569122314453
fcnn,12,7,132.34803771972656
fcnn,12,8,125.30120086669922
fcnn,12,9,127.269775390625
fcnn,12,10,127.38304138183594
fcnn,12,11,138.1865234375
fcnn,13,0,141.8853759765625
fcnn,13,1,140.67665100097656
fcnn,13,2,132.14556884765625
fcnn,13,3,154.34922790527344
fcnn,13,4,134.14065551757812
fcnn,13,5,139.01516723632812
fcnn,13,6,124.20767211914062
fcnn,13,7,131.08349609375
fcnn,13,8,125.32254028320312
fcnn,13,9,127.91214752197266
fcnn,13,10,132.797119140625
fcnn,13,11,133.62722778320312
fcnn,13,12,142.1008758544922
fcnn,14,0,138.64736938476562
fcnn,14,1,132.5254364013672
fcnn,14,2,129.4901123046875
fcnn,14,3,141.39486694335938
fcnn,14,4,134.72506713867188
fcnn,14,5,131.91070556640625
fcnn,14,6,125.3709945678711
fcnn,14,7,126.32384490966797
fcnn,14,8,125.97195434570312
fcnn,14,9,131.09010314941406
fcnn,14,10,126.09927368164062
fcnn,14,11,127.88844299316406
fcnn,14,12,137.19818115234375
fcnn,14,13,135.63687133789062
fcnn,15,0,126.90311431884766
fcnn,15,1,124.45262145996094
fcnn,15,2,117.40386962890625
fcnn,15,3,132.41636657714844
fcnn,15,4,124.42156982421875
fcnn,15,5,122.29901123046875
fcnn,15,6,109.44694519042969
fcnn,15,7,120.68827819824219
fcnn,15,8,114.06560516357422
fcnn,15,9,117.74822235107422
fcnn,15,10,117.90155029296875
fcnn,15,11,116.61042785644531
fcnn,15,12,123.35417175292969
fcnn,15,13,124.28897094726562
fcnn,15,14,120.8415298461914
fcnn,16,0,132.78933715820312
fcnn,16,1,130.07997131347656
fcnn,16,2,125.308349609375
fcnn,16,3,140.94564819335938
fcnn,16,4,136.6928253173828
fcnn,16,5,124.7638168334961
fcnn,16,6,115.52521514892578
fcnn,16,7,124.65302276611328
fcnn,16,8,120.96939849853516
fcnn,16,9,118.39795684814453
fcnn,16,10,124.64696502685547
fcnn,16,11,123.40789794921875
fcnn,16,12,128.81005859375
fcnn,16,13,129.67916870117188
fcnn,16,14,126.59823608398438
fcnn,16,15,123.16574096679688
fcnn,17,0,125.74295043945312
fcnn,17,1,126.71876525878906
fcnn,17,2,118.6126708984375
fcnn,17,3,136.74844360351562
fcnn,17,4,128.2962188720703
fcnn,17,5,115.89761352539062
fcnn,17,6,110.43895721435547
fcnn,17,7,113.69891357421875
fcnn,17,8,115.3323974609375
fcnn,17,9,110.80364227294922
fcnn,17,10,120.24518585205078
fcnn,17,11,118.6003189086914
fcnn,17,12,120.94558715820312
fcnn,17,13,121.58712768554688
fcnn,17,14,122.07516479492188
fcnn,17,15,112.7154541015625
fcnn,17,16,117.16815948486328
fcnn,18,0,127.87364196777344
fcnn,18,1,126.01341247558594
fcnn,18,2,114.64781188964844
fcnn,18,3,132.03663635253906
fcnn,18,4,131.00830078125
fcnn,18,5,120.2633285522461
fcnn,18,6,112.56246185302734
fcnn,18,7,121.18877410888672
fcnn,18,8,119.18656921386719
fcnn,18,9,114.3653564453125
fcnn,18,10,122.50314331054688
fcnn,18,11,119.53638458251953
fcnn,18,12,120.02325439453125
fcnn,18,13,122.87645721435547
fcnn,18,14,124.87422180175781
fcnn,18,15,115.3568115234375
fcnn,18,16,127.17166137695312
fcnn,18,17,114.91304016113281
fcnn,19,0,138.69052124023438
fcnn,19,1,135.92642211914062
fcnn,19,2,127.07032775878906
fcnn,19,3,147.69381713867188
fcnn,19,4,133.43630981445312
fcnn,19,5,131.52011108398438
fcnn,19,6,119.48905944824219
fcnn,19,7,124.62671661376953
fcnn,19,8,126.20543670654297
fcnn,19,9,117.77188110351562
fcnn,19,10,132.90890502929688
fcnn,19,11,125.60072326660156
fcnn,19,12,134.8104248046875
fcnn,19,13,138.01930236816406
fcnn,19,14,131.49038696289062
fcnn,19,15,119.53260040283203
fcnn,19,16,123.43519592285156
fcnn,19,17,120.41910552978516
fcnn,19,18,117.82066345214844
fcnn,20,0,143.75204467773438
fcnn,20,1,149.70797729492188
fcnn,20,2,141.15945434570312
fcnn,20,3,163.6339111328125
fcnn,20,4,151.3013916015625
fcnn,20,5,136.45628356933594
fcnn,20,6,130.39352416992188
fcnn,20,7,134.05767822265625
fcnn,20,8,133.83160400390625
fcnn,20,9,133.82354736328125
fcnn,20,10,143.19302368164062
fcnn,20,11,141.42840576171875
fcnn,20,12,144.6754150390625
fcnn,20,13,146.28985595703125
fcnn,20,14,141.5030517578125
fcnn,20,15,130.00131225585938
fcnn,20,16,135.07608032226562
fcnn,20,17,133.67481994628906
fcnn,20,18,133.41981506347656
fcnn,20,19,140.74337768554688
fcnn,21,0,142.7893524169922
fcnn,21,1,143.21810913085938
fcnn,21,2,136.610595703125
fcnn,21,3,154.81060791015625
fcnn,21,4,139.5540771484375
fcnn,21,5,127.98715209960938
fcnn,21,6,118.85050964355469
fcnn,21,7,133.34864807128906
fcnn,21,8,125.56759643554688
fcnn,21,9,121.93452453613281
fcnn,21,10,135.13873291015625
fcnn,21,11,133.25851440429688
fcnn,21,12,136.95779418945312
fcnn,21,13,140.63198852539062
fcnn,21,14,132.5078125
fcnn,21,15,126.53993225097656
fcnn,21,16,128.55125427246094
fcnn,21,17,125.87954711914062
fcnn,21,18,125.61902618408203
fcnn,21,19,134.00015258789062
fcnn,21,20,153.76251220703125
fcnn,22,0,136.88015747070312
fcnn,22,1,135.45904541015625
fcnn,22,2,137.0999755859375
fcnn,22,3,152.06451416015625
fcnn,22,4,146.02520751953125
fcnn,22,5,127.94458770751953
fcnn,22,6,120.08941650390625
fcnn,22,7,128.36036682128906
fcnn,22,8,128.99172973632812
fcnn,22,9,133.32940673828125
fcnn,22,10,128.03091430664062
fcnn,22,11,125.61447143554688
fcnn,22,12,129.02084350585938
fcnn,22,13,133.426025390625
fcnn,22,14,136.92913818359375
fcnn,22,15,124.61736297607422
fcnn,22,16,135.78286743164062
fcnn,22,17,120.10054779052734
fcnn,22,18,126.42168426513672
fcnn,22,19,128.86126708984375
fcnn,22,20,147.21795654296875
fcnn,22,21,136.92489624023438
fcnn,23,0,125.00166320800781
fcnn,23,1,130.00729370117188
fcnn,23,2,121.29922485351562
fcnn,23,3,143.82595825195312
fcnn,23,4,132.33367919921875
fcnn,23,5,121.93267822265625
fcnn,23,6,114.51577758789062
fcnn,23,7,118.78260803222656
fcnn,23,8,115.71910095214844
fcnn,23,9,115.75281524658203
fcnn,23,10,121.00183868408203
fcnn,23,11,120.29521179199219
fcnn,23,12,128.84121704101562
fcnn,23,13,132.1793975830078
fcnn,23,14,120.78726196289062
fcnn,23,15,116.27294921875
fcnn,23,16,124.88204956054688
fcnn,23,17,113.605224609375
fcnn,23,18,116.0009536743164
fcnn,23,19,122.98452758789062
fcnn,23,20,134.695068359375
fcnn,23,21,129.5366668701172
fcnn,23,22,130.19265747070312
fcnn,24,0,134.43435668945312
fcnn,24,1,126.90714263916016
fcnn,24,2,123.80257415771484
fcnn,24,3,142.26626586914062
fcnn,24,4,129.61038208007812
fcnn,24,5,128.90133666992188
fcnn,24,6,118.16278076171875
fcnn,24,7,121.4084243774414
fcnn,24,8,116.91224670410156
fcnn,24,9,114.87342834472656
fcnn,24,10,121.66500854492188
fcnn,24,11,125.2872314453125
fcnn,24,12,136.20159912109375
fcnn,24,13,135.54751586914062
fcnn,24,14,129.04598999023438
fcnn,24,15,115.79280090332031
fcnn,24,16,122.7578125
fcnn,24,17,116.5882568359375
fcnn,24,18,118.15229797363281
fcnn,24,19,132.64157104492188
fcnn,24,20,133.8905029296875
fcnn,24,21,130.7650146484375
fcnn,24,22,124.678955078125
fcnn,24,23,122.72402954101562
fcnn,25,0,129.75189208984375
fcnn,25,1,123.12275695800781
fcnn,25,2,119.26947021484375
fcnn,25,3,138.42210388183594
fcnn,25,4,129.8433380126953
fcnn,25,5,119.61787414550781
fcnn,25,6,114.68510437011719
fcnn,25,7,117.095703125
fcnn,25,8,122.6595458984375
fcnn,25,9,111.30992126464844
fcnn,25,10,120.80345916748047
fcnn,25,11,114.48381805419922
fcnn,25,12,122.20352172851562
fcnn,25,13,127.55546569824219
fcnn,25,14,124.42782592773438
fcnn,25,15,114.41423034667969
fcnn,25,16,125.04994201660156
fcnn,25,17,110.67781829833984
fcnn,25,18,115.13606262207031
fcnn,25,19,129.807861328125
fcnn,25,20,134.689697265625
fcnn,25,21,127.09314727783203
fcnn,25,22,130.65943908691406
fcnn,25,23,120.47164916992188
fcnn,25,24,120.5740966796875
fcnn,26,0,128.86013793945312
fcnn,26,1,128.7388458251953
fcnn,26,2,124.32975006103516
fcnn,26,3,141.69613647460938
fcnn,26,4,132.13873291015625
fcnn,26,5,121.71952819824219
fcnn,26,6,111.53275299072266
fcnn,26,7,119.8243179321289
fcnn,26,8,115.93545532226562
fcnn,26,9,121.8338623046875
fcnn,26,10,126.22933197021484
fcnn,26,11,124.25430297851562
fcnn,26,12,127.14173126220703
fcnn,26,13,126.80781555175781
fcnn,26,14,125.19572448730469
fcnn,26,15,118.94332885742188
fcnn,26,16,121.27985382080078
fcnn,26,17,120.44624328613281
fcnn,26,18,117.99807739257812
fcnn,26,19,123.7190933227539
fcnn,26,20,140.54473876953125
fcnn,26,21,129.20672607421875
fcnn,26,22,125.94889831542969
fcnn,26,23,116.52935791015625
fcnn,26,24,120.45448303222656
fcnn,26,25,115.30586242675781
fcnn,27,0,149.20156860351562
fcnn,27,1,152.63906860351562
fcnn,27,2,138.58987426757812
fcnn,27,3,165.71878051757812
fcnn,27,4,151.8187713623047
fcnn,27,5,138.96026611328125
fcnn,27,6,130.3265380859375
fcnn,27,7,136.11456298828125
fcnn,27,8,138.5948486328125
fcnn,27,9,134.8262481689453
fcnn,27,10,147.67724609375
fcnn,27,11,140.33966064453125
fcnn,27,12,145.48703002929688
fcnn,27,13,151.85629272460938
fcnn,27,14,144.53663635253906
fcnn,27,15,129.19058227539062
fcnn,27,16,138.1571044921875
fcnn,27,17,133.89376831054688
fcnn,27,18,135.4844512939453
fcnn,27,19,144.877197265625
fcnn,27,20,158.82763671875
fcnn,27,21,152.64242553710938
fcnn,27,22,145.2437744140625
fcnn,27,23,137.16136169433594
fcnn,27,24,140.50381469726562
fcnn,27,25,134.85691833496094
fcnn,27,26,138.85089111328125
fcnn,28,0,127.55303955078125
fcnn,28,1,122.57579803466797
fcnn,28,2,116.8458251953125
fcnn,28,3,141.5782470703125
fcnn,28,4,125.05660247802734
fcnn,28,5,117.74969482421875
fcnn,28,6,115.67642974853516
fcnn,28,7,118.73664093017578
fcnn,28,8,115.19369506835938
fcnn,28,9,116.0212173461914
fcnn,28,10,117.2380142211914
fcnn,28,11,118.85313415527344
fcnn,28,12,125.9286117553711
fcnn,28,13,130.87692260742188
fcnn,28,14,121.63236999511719
fcnn,28,15,114.59165954589844
fcnn,28,16,118.06755065917969
fcnn,28,17,113.85224914550781
fcnn,28,18,111.38253784179688
fcnn,28,19,122.62898254394531
fcnn,28,20,131.5549774169922
fcnn,28,21,126.73567199707031
fcnn,28,22,119.6165542602539
fcnn,28,23,117.18449401855469
fcnn,28,24,119.61292266845703
fcnn,28,25,121.04312133789062
fcnn,28,26,119.83424377441406
fcnn,28,27,134.18060302734375
fcnn,29,0,128.24575805664062
fcnn,29,1,120.9062728881836
fcnn,29,2,121.30108642578125
fcnn,29,3,128.760498046875
fcnn,29,4,118.34165954589844
fcnn,29,5,117.67195129394531
fcnn,29,6,112.54638671875
fcnn,29,7,121.40791320800781
fcnn,29,8,108.99459838867188
fcnn,29,9,110.95584869384766
fcnn,29,10,111.95562744140625
fcnn,29,11,114.6108169555664
fcnn,29,12,121.51235961914062
fcnn,29,13,124.12454223632812
fcnn,29,14,124.20213317871094
fcnn,29,15,106.75927734375
fcnn,29,16,111.53463745117188
fcnn,29,17,105.12796020507812
fcnn,29,18,111.30325317382812
fcnn,29,19,119.19861602783203
fcnn,29,20,123.77140808105469
fcnn,29,21,125.23436737060547
fcnn,29,22,119.60257720947266
fcnn,29,23,112.94317626953125
fcnn,29,24,120.18673706054688
fcnn,29,25,115.70467376708984
fcnn,29,26,117.85845947265625
fcnn,29,27,126.95989990234375
fcnn,29,28,111.73362731933594
fcnn,30,0,140.79470825195312
fcnn,30,1,146.290283203125
fcnn,30,2,140.08758544921875
fcnn,30,3,161.47743225097656
fcnn,30,4,146.09197998046875
fcnn,30,5,136.02963256835938
fcnn,30,6,123.52815246582031
fcnn,30,7,135.30564880371094
fcnn,30,8,129.3445281982422
fcnn,30,9,135.35519409179688
fcnn,30,10,139.1370391845703
fcnn,30,11,136.17324829101562
fcnn,30,12,139.28187561035156
fcnn,30,13,144.1155548095703
fcnn,30,14,138.89471435546875
fcnn,30,15,127.90382385253906
fcnn,30,16,135.6164093017578
fcnn,30,17,128.92901611328125
fcnn,30,18,132.03555297851562
fcnn,30,19,131.3463134765625
fcnn,30,20,157.9160614013672
fcnn,30,21,147.6096649169922
fcnn,30,22,146.3534698486328
fcnn,30,23,131.60923767089844
fcnn,30,24,133.24642944335938
fcnn,30,25,126.04928588867188
fcnn,30,26,139.5584716796875
fcnn,30,27,155.44119262695312
fcnn,30,28,128.74026489257812
fcnn,30,29,122.84762573242188
fcnn,31,0,124.8436050415039
fcnn,31,1,130.94859313964844
fcnn,31,2,119.09931945800781
fcnn,31,3,137.06246948242188
