label,i,j,K_ij
attn,1,0,0.8127526044845581
attn,2,0,0.8370431661605835
attn,2,1,0.8195891976356506
attn,3,0,0.8681782484054565
attn,3,1,0.8600795269012451
attn,3,2,0.8747556209564209
attn,4,0,0.8303862810134888
attn,4,1,0.8127497434616089
attn,4,2,0.8484084606170654
attn,4,3,0.8557603359222412
attn,5,0,0.8021413087844849
attn,5,1,0.7874743938446045
attn,5,2,0.8172392845153809
attn,5,3,0.8329861164093018
attn,5,4,0.8088958263397217
attn,6,0,0.7071136236190796
attn,6,1,0.7082318067550659
attn,6,2,0.7244606018066406
attn,6,3,0.7480905652046204
attn,6,4,0.7190754413604736
attn,6,5,0.7047652006149292
attn,7,0,0.7189749479293823
attn,7,1,0.7158397436141968
attn,7,2,0.7433235049247742
attn,7,3,0.7692862153053284
attn,7,4,0.7397310733795166
attn,7,5,0.7177494764328003
attn,7,6,0.6328732371330261
attn,8,0,0.7742300033569336
attn,8,1,0.7611445188522339
attn,8,2,0.7842085361480713
attn,8,3,0.8236104249954224
attn,8,4,0.7829079627990723
attn,8,5,0.7629182934761047
attn,8,6,0.6837576627731323
attn,8,7,0.6920018196105957
attn,9,0,0.7473968863487244
attn,9,1,0.7387533187866211
attn,9,2,0.7553138732910156
attn,9,3,0.7844088077545166
attn,9,4,0.7632327079772949
attn,9,5,0.7309495210647583
attn,9,6,0.6441516280174255
attn,9,7,0.6760449409484863
attn,9,8,0.6956881284713745
attn,10,0,0.7862187623977661
attn,10,1,0.7668375968933105
attn,10,2,0.7831376791000366
attn,10,3,0.824255645275116
attn,10,4,0.7944247722625732
attn,10,5,0.764817476272583
attn,10,6,0.6812690496444702
attn,10,7,0.6957839727401733
attn,10,8,0.7426491975784302
attn,10,9,0.7132123708724976
attn,11,0,0.7513028979301453
attn,11,1,0.7262410521507263
attn,11,2,0.7556715607643127
attn,11,3,0.779935359954834
attn,11,4,0.751593291759491
attn,11,5,0.7200068235397339
attn,11,6,0.6363348364830017
attn,11,7,0.6544685363769531
attn,11,8,0.6926398277282715
attn,11,9,0.6690407991409302
attn,11,10,0.7094706296920776
attn,12,0,0.8218948245048523
attn,12,1,0.8059881925582886
attn,12,2,0.8309557437896729
attn,12,3,0.8632877469062805
attn,12,4,0.8267974257469177
attn,12,5,0.8062490224838257
attn,12,6,0.7040486931800842
attn,12,7,0.7417454719543457
attn,12,8,0.7822681665420532
attn,12,9,0.7361806631088257
attn,12,10,0.7710568904876709
attn,12,11,0.7485917806625366
attn,13,0,0.7997947931289673
attn,13,1,0.787830114364624
attn,13,2,0.8138567805290222
attn,13,3,0.8410841822624207
attn,13,4,0.7991437911987305
attn,13,5,0.7867547273635864
attn,13,6,0.6964066624641418
attn,13,7,0.7152907848358154
attn,13,8,0.7459549307823181
attn,13,9,0.7337198257446289
attn,13,10,0.7574793100357056
attn,13,11,0.7227661609649658
attn,13,12,0.7964318990707397
attn,14,0,0.7932857275009155
attn,14,1,0.7675876021385193
attn,14,2,0.7847738265991211
attn,14,3,0.8007075786590576
attn,14,4,0.7922157645225525
attn,14,5,0.7617489099502563
attn,14,6,0.6743524074554443
attn,14,7,0.7003969550132751
attn,14,8,0.7228212356567383
attn,14,9,0.726590633392334
attn,14,10,0.7476893067359924
attn,14,11,0.717923641204834
attn,14,12,0.786281943321228
attn,14,13,0.7659441828727722
attn,15,0,0.7513312697410583
attn,15,1,0.7266646027565002
attn,15,2,0.7502518892288208
attn,15,3,0.7658992409706116
attn,15,4,0.7522668838500977
attn,15,5,0.7308635115623474
attn,15,6,0.6463537812232971
attn,15,7,0.6631002426147461
attn,15,8,0.694517970085144
attn,15,9,0.6713883876800537
attn,15,10,0.7077839374542236
attn,15,11,0.6746984720230103
attn,15,12,0.7502272129058838
attn,15,13,0.7250570058822632
attn,15,14,0.722002387046814
attn,16,0,0.7957589626312256
attn,16,1,0.7709569931030273
attn,16,2,0.7984284162521362
attn,16,3,0.8238085508346558
attn,16,4,0.8008754253387451
attn,16,5,0.7658059597015381
attn,16,6,0.6851471662521362
attn,16,7,0.7104353904724121
attn,16,8,0.7425013780593872
attn,16,9,0.7069901823997498
attn,16,10,0.7489088773727417
attn,16,11,0.717395544052124
attn,16,12,0.7888449430465698
attn,16,13,0.764512300491333
attn,16,14,0.7613558173179626
attn,16,15,0.7254663705825806
attn,17,0,0.7455638647079468
attn,17,1,0.7176511883735657
attn,17,2,0.7469146251678467
attn,17,3,0.7736578583717346
attn,17,4,0.7432012557983398
attn,17,5,0.7153733372688293
attn,17,6,0.6372069120407104
attn,17,7,0.6558225154876709
attn,17,8,0.6920309662818909
attn,17,9,0.6649709939956665
attn,17,10,0.7068566083908081
attn,17,11,0.6655367612838745
attn,17,12,0.7345094680786133
attn,17,13,0.718722403049469
attn,17,14,0.7099815607070923
attn,17,15,0.670271635055542
attn,17,16,0.7101251482963562
attn,18,0,0.7398749589920044
attn,18,1,0.7198309898376465
attn,18,2,0.7672091722488403
attn,18,3,0.7717236876487732
attn,18,4,0.7588717937469482
attn,18,5,0.7344927787780762
attn,18,6,0.646356999874115
attn,18,7,0.6762660145759583
attn,18,8,0.7046573162078857
attn,18,9,0.6808682084083557
attn,18,10,0.7104722261428833
attn,18,11,0.6827244758605957
attn,18,12,0.7504209280014038
attn,18,13,0.7203435301780701
attn,18,14,0.7158386707305908
attn,18,15,0.681526243686676
attn,18,16,0.719143807888031
attn,18,17,0.6703993082046509
attn,19,0,0.7614716291427612
attn,19,1,0.7449610829353333
attn,19,2,0.761182427406311
attn,19,3,0.808997392654419
attn,19,4,0.7724860310554504
attn,19,5,0.7393479347229004
attn,19,6,0.6613920331001282
attn,19,7,0.6779929399490356
attn,19,8,0.727365255355835
attn,19,9,0.6885691285133362
attn,19,10,0.7316033840179443
attn,19,11,0.6812252402305603
attn,19,12,0.7534512281417847
attn,19,13,0.736329972743988
attn,19,14,0.7231347560882568
attn,19,15,0.6773908138275146
attn,19,16,0.7282928228378296
attn,19,17,0.6843569278717041
attn,19,18,0.6836874485015869
attn,20,0,0.8768011331558228
attn,20,1,0.8665409088134766
attn,20,2,0.8793958425521851
attn,20,3,0.9192100763320923
attn,20,4,0.8853271007537842
attn,20,5,0.8481855392456055
attn,20,6,0.7473108768463135
attn,20,7,0.7766469120979309
attn,20,8,0.8180988430976868
attn,20,9,0.8015977144241333
attn,20,10,0.838209331035614
attn,20,11,0.787558913230896
attn,20,12,0.8702176213264465
attn,20,13,0.8478502035140991
attn,20,14,0.8431776762008667
attn,20,15,0.8019474744796753
attn,20,16,0.8297042846679688
attn,20,17,0.7798458933830261
attn,20,18,0.7929690480232239
attn,20,19,0.8072719573974609
attn,21,0,0.7958742380142212
attn,21,1,0.7681018114089966
attn,21,2,0.7940351963043213
attn,21,3,0.826371431350708
attn,21,4,0.7895058393478394
attn,21,5,0.7681770920753479
attn,21,6,0.6775141358375549
attn,21,7,0.6959671378135681
attn,21,8,0.7465863227844238
attn,21,9,0.6922505497932434
attn,21,10,0.7461837530136108
attn,21,11,0.7108904123306274
attn,21,12,0.7850633859634399
attn,21,13,0.7615509033203125
attn,21,14,0.754496693611145
attn,21,15,0.7216209173202515
attn,21,16,0.7528871297836304
attn,21,17,0.7022689580917358
attn,21,18,0.7170529365539551
attn,21,19,0.723717451095581
attn,21,20,0.8401879668235779
attn,22,0,0.7922338843345642
attn,22,1,0.7704614996910095
attn,22,2,0.7936073541641235
attn,22,3,0.826452374458313
attn,22,4,0.7941002249717712
attn,22,5,0.7605621814727783
attn,22,6,0.6717159748077393
attn,22,7,0.6840378642082214
attn,22,8,0.7450944185256958
attn,22,9,0.71629798412323
attn,22,10,0.7431719303131104
attn,22,11,0.7130324840545654
attn,22,12,0.7838219404220581
attn,22,13,0.7586970329284668
attn,22,14,0.7509628534317017
attn,22,15,0.7110262513160706
attn,22,16,0.763213038444519
attn,22,17,0.7024392485618591
attn,22,18,0.7126578092575073
attn,22,19,0.7282344102859497
attn,22,20,0.8198069930076599
attn,22,21,0.7502626180648804
attn,23,0,0.8148508667945862
attn,23,1,0.803594708442688
attn,23,2,0.8192118406295776
attn,23,3,0.8518811464309692
attn,23,4,0.8256506323814392
attn,23,5,0.788459300994873
attn,23,6,0.6990649700164795
attn,23,7,0.7161960601806641
attn,23,8,0.7591175436973572
attn,23,9,0.7382844686508179
attn,23,10,0.7774571180343628
attn,23,11,0.7322472333908081
attn,23,12,0.8194481134414673
attn,23,13,0.7955209016799927
attn,23,14,0.7748763561248779
attn,23,15,0.7398138046264648
attn,23,16,0.7707226276397705
attn,23,17,0.7304256558418274
attn,23,18,0.7299371361732483
attn,23,19,0.7475600838661194
attn,23,20,0.8560720682144165
attn,23,21,0.7783507108688354
attn,23,22,0.7792496681213379
attn,24,0,0.7735471725463867
attn,24,1,0.7710485458374023
attn,24,2,0.7860662937164307
attn,24,3,0.8171336650848389
attn,24,4,0.8018325567245483
attn,24,5,0.7618129849433899
attn,24,6,0.6785225868225098
attn,24,7,0.6930456757545471
attn,24,8,0.7319384813308716
attn,24,9,0.715796172618866
attn,24,10,0.7408492565155029
attn,24,11,0.70018470287323
attn,24,12,0.7859865427017212
attn,24,13,0.764397382736206
attn,24,14,0.7482360601425171
attn,24,15,0.6993499994277954
attn,24,16,0.7407547235488892
attn,24,17,0.699338972568512
attn,24,18,0.7016810178756714
attn,24,19,0.7344772815704346
attn,24,20,0.8249465823173523
attn,24,21,0.7396277785301208
attn,24,22,0.7487241625785828
attn,24,23,0.777236819267273
attn,25,0,0.7516844868659973
attn,25,1,0.7375357747077942
attn,25,2,0.7507448196411133
attn,25,3,0.7782204747200012
attn,25,4,0.7646785974502563
attn,25,5,0.7297207117080688
attn,25,6,0.6449736952781677
attn,25,7,0.664784848690033
attn,25,8,0.712340235710144
attn,25,9,0.6860699653625488
attn,25,10,0.7182132005691528
attn,25,11,0.679429292678833
attn,25,12,0.7523085474967957
attn,25,13,0.7275916337966919
attn,25,14,0.7243630886077881
attn,25,15,0.672986626625061
attn,25,16,0.7239037156105042
attn,25,17,0.6615242958068848
attn,25,18,0.6784530878067017
attn,25,19,0.6957566738128662
attn,25,20,0.8001679182052612
attn,25,21,0.7179572582244873
attn,25,22,0.7182666063308716
attn,25,23,0.7359191179275513
attn,25,24,0.7165185213088989
attn,26,0,0.7599834203720093
attn,26,1,0.7369928956031799
attn,26,2,0.767487645149231
attn,26,3,0.7849969863891602
attn,26,4,0.7681413888931274
attn,26,5,0.739517331123352
attn,26,6,0.6536242961883545
attn,26,7,0.6830443739891052
attn,26,8,0.7120147943496704
attn,26,9,0.7068156003952026
attn,26,10,0.7347893714904785
attn,26,11,0.6825493574142456
attn,26,12,0.7582637071609497
attn,26,13,0.7317031621932983
attn,26,14,0.7319127917289734
attn,26,15,0.6998364925384521
attn,26,16,0.7290236949920654
attn,26,17,0.6817599534988403
attn,26,18,0.6920468807220459
attn,26,19,0.6975338459014893
attn,26,20,0.8171271085739136
