label,i,j,K_ij
attn,1,0,0.7215641140937805
attn,2,0,0.7054765224456787
attn,2,1,0.7184865474700928
attn,3,0,0.7663436532020569
attn,3,1,0.7770944833755493
attn,3,2,0.7566983699798584
attn,4,0,0.729073703289032
attn,4,1,0.7296423316001892
attn,4,2,0.7271958589553833
attn,4,3,0.7740838527679443
attn,5,0,0.698830783367157
attn,5,1,0.7141520977020264
attn,5,2,0.7000589370727539
attn,5,3,0.7467072010040283
attn,5,4,0.7203192710876465
attn,6,0,0.6409189701080322
attn,6,1,0.65413498878479
attn,6,2,0.6382731199264526
attn,6,3,0.6930729150772095
attn,6,4,0.6531821489334106
attn,6,5,0.6400789618492126
attn,7,0,0.6437188386917114
attn,7,1,0.6609125733375549
attn,7,2,0.6560722589492798
attn,7,3,0.7015695571899414
attn,7,4,0.6626431345939636
attn,7,5,0.6488362550735474
attn,7,6,0.593369722366333
attn,8,0,0.6960898041725159
attn,8,1,0.7001354694366455
attn,8,2,0.6829664707183838
attn,8,3,0.7441104650497437
attn,8,4,0.7090337872505188
attn,8,5,0.6822328567504883
attn,8,6,0.6245840787887573
attn,8,7,0.6280217170715332
attn,9,0,0.6395748853683472
attn,9,1,0.6492083668708801
attn,9,2,0.6539438366889954
attn,9,3,0.6906989812850952
attn,9,4,0.6586917638778687
attn,9,5,0.637633204460144
attn,9,6,0.5756348371505737
attn,9,7,0.6143006086349487
attn,9,8,0.611417293548584
attn,10,0,0.720561146736145
attn,10,1,0.7248477935791016
attn,10,2,0.7074193954467773
attn,10,3,0.7696988582611084
attn,10,4,0.7380824089050293
attn,10,5,0.7114373445510864
attn,10,6,0.6570589542388916
attn,10,7,0.6661148071289062
attn,10,8,0.6980918645858765
attn,10,9,0.6484532356262207
attn,11,0,0.680988073348999
attn,11,1,0.6724631786346436
attn,11,2,0.6596370935440063
attn,11,3,0.7207903861999512
attn,11,4,0.6880396008491516
attn,11,5,0.6529048681259155
attn,11,6,0.5989459753036499
attn,11,7,0.6065517067909241
attn,11,8,0.6523241996765137
attn,11,9,0.5984572768211365
attn,11,10,0.6770552396774292
attn,12,0,0.709141194820404
attn,12,1,0.7117561101913452
attn,12,2,0.7013024091720581
attn,12,3,0.7570997476577759
attn,12,4,0.7257384061813354
attn,12,5,0.7056631445884705
attn,12,6,0.6247081160545349
attn,12,7,0.66215580701828
attn,12,8,0.704027533531189
attn,12,9,0.6410420536994934
attn,12,10,0.7064491510391235
attn,12,11,0.6733992695808411
attn,13,0,0.6973278522491455
attn,13,1,0.7125186324119568
attn,13,2,0.7013390064239502
attn,13,3,0.7507091760635376
attn,13,4,0.7097686529159546
attn,13,5,0.6980160474777222
attn,13,6,0.633315920829773
attn,13,7,0.6479464769363403
attn,13,8,0.6729573011398315
attn,13,9,0.6412848830223083
attn,13,10,0.7056486010551453
attn,13,11,0.6581500768661499
attn,13,12,0.6907668113708496
attn,14,0,0.6622505187988281
attn,14,1,0.6609466075897217
attn,14,2,0.6485390663146973
attn,14,3,0.6937614679336548
attn,14,4,0.6807162761688232
attn,14,5,0.6505476236343384
attn,14,6,0.5948437452316284
attn,14,7,0.6083509922027588
attn,14,8,0.6479364037513733
attn,14,9,0.6039656400680542
attn,14,10,0.6726685762405396
attn,14,11,0.6367236375808716
attn,14,12,0.6697221994400024
attn,14,13,0.6548920273780823
attn,15,0,0.636245608329773
attn,15,1,0.635417103767395
attn,15,2,0.6228450536727905
attn,15,3,0.6633179187774658
attn,15,4,0.6503534913063049
attn,15,5,0.6335683465003967
attn,15,6,0.5761780738830566
attn,15,7,0.5935075283050537
attn,15,8,0.6129652261734009
attn,15,9,0.5718268156051636
attn,15,10,0.6392003893852234
attn,15,11,0.5951792001724243
attn,15,12,0.634492039680481
attn,15,13,0.6201334595680237
attn,15,14,0.6001202464103699
attn,16,0,0.6840097904205322
attn,16,1,0.6827895641326904
