label,i,j,K_ij
fcnn,1,0,28.461395263671875
fcnn,2,0,25.82512664794922
fcnn,2,1,25.962217330932617
fcnn,3,0,30.42962646484375
fcnn,3,1,30.171308517456055
fcnn,3,2,28.642086029052734
fcnn,4,0,24.913288116455078
fcnn,4,1,24.90026092529297
fcnn,4,2,25.296829223632812
fcnn,4,3,26.44695281982422
fcnn,5,0,22.471965789794922
fcnn,5,1,21.906688690185547
fcnn,5,2,21.90924644470215
fcnn,5,3,24.687726974487305
fcnn,5,4,20.04949951171875
fcnn,6,0,25.967731475830078
fcnn,6,1,26.11783218383789
fcnn,6,2,26.183849334716797
fcnn,6,3,28.899614334106445
fcnn,6,4,22.7767391204834
fcnn,6,5,21.796222686767578
fcnn,7,0,25.356163024902344
fcnn,7,1,24.136058807373047
fcnn,7,2,24.258411407470703
fcnn,7,3,28.244731903076172
fcnn,7,4,22.614582061767578
fcnn,7,5,23.088268280029297
fcnn,7,6,23.96886444091797
fcnn,8,0,27.92676544189453
fcnn,8,1,27.52011489868164
fcnn,8,2,26.14020347595215
fcnn,8,3,31.161544799804688
fcnn,8,4,24.47399139404297
fcnn,8,5,24.648151397705078
fcnn,8,6,26.196706771850586
fcnn,8,7,26.61663818359375
fcnn,9,0,17.711036682128906
fcnn,9,1,18.100204467773438
fcnn,9,2,16.73708152770996
fcnn,9,3,18.72325897216797
fcnn,9,4,15.87080192565918
fcnn,9,5,19.442150115966797
fcnn,9,6,16.777854919433594
fcnn,9,7,17.384065628051758
fcnn,9,8,17.63617706298828
fcnn,10,0,24.088144302368164
fcnn,10,1,24.00030517578125
fcnn,10,2,22.830245971679688
fcnn,10,3,27.013469696044922
fcnn,10,4,21.0535888671875
fcnn,10,5,24.177387237548828
fcnn,10,6,23.86627197265625
fcnn,10,7,22.767370223999023
fcnn,10,8,25.573974609375
fcnn,10,9,18.233320236206055
fcnn,11,0,27.044078826904297
fcnn,11,1,27.45285415649414
fcnn,11,2,23.598297119140625
fcnn,11,3,27.90723419189453
