label,i,j,K_ij
fcnn,1,0,144.86544799804688
fcnn,2,0,145.92259216308594
fcnn,2,1,144.16986083984375
fcnn,3,0,162.4923095703125
fcnn,3,1,155.38525390625
fcnn,3,2,162.19354248046875
fcnn,4,0,140.480712890625
fcnn,4,1,144.98739624023438
fcnn,4,2,142.30551147460938
fcnn,4,3,153.34140014648438
fcnn,5,0,135.2299041748047
fcnn,5,1,140.33148193359375
fcnn,5,2,138.38766479492188
fcnn,5,3,150.3473663330078
fcnn,5,4,144.61077880859375
fcnn,6,0,117.99362182617188
fcnn,6,1,122.24151611328125
fcnn,6,2,122.189453125
fcnn,6,3,133.4045867919922
fcnn,6,4,127.44581604003906
fcnn,6,5,130.47862243652344
fcnn,7,0,136.89158630371094
fcnn,7,1,137.08912658691406
fcnn,7,2,143.50979614257812
fcnn,7,3,160.412353515625
fcnn,7,4,148.3949737548828
fcnn,7,5,138.68728637695312
fcnn,7,6,126.27377319335938
fcnn,8,0,125.63044738769531
fcnn,8,1,135.56893920898438
fcnn,8,2,127.38977813720703
fcnn,8,3,139.7425537109375
fcnn,8,4,137.47686767578125
fcnn,8,5,132.80178833007812
fcnn,8,6,122.11338806152344
fcnn,8,7,126.6885986328125
fcnn,9,0,127.49452209472656
fcnn,9,1,126.1723403930664
fcnn,9,2,137.7633056640625
fcnn,9,3,141.51727294921875
fcnn,9,4,134.59205627441406
fcnn,9,5,134.33050537109375
fcnn,9,6,117.65882873535156
fcnn,9,7,138.48126220703125
fcnn,9,8,119.96209716796875
fcnn,10,0,153.12911987304688
fcnn,10,1,157.82493591308594
fcnn,10,2,151.277587890625
fcnn,10,3,170.58724975585938
fcnn,10,4,160.36782836914062
fcnn,10,5,153.92739868164062
fcnn,10,6,137.5691375732422
fcnn,10,7,159.87551879882812
fcnn,10,8,147.22994995117188
fcnn,10,9,141.26303100585938
fcnn,11,0,141.9031982421875
fcnn,11,1,141.01736450195312
fcnn,11,2,139.41305541992188
fcnn,11,3,156.8135528564453
fcnn,11,4,145.06387329101562
fcnn,11,5,140.1829071044922
fcnn,11,6,121.6150894165039
fcnn,11,7,141.688232421875
fcnn,11,8,136.17507934570312
fcnn,11,9,130.7105712890625
fcnn,11,10,156.14028930664062
fcnn,12,0,140.01939392089844
fcnn,12,1,140.30418395996094
fcnn,12,2,139.3514404296875
fcnn,12,3,151.18734741210938
fcnn,12,4,141.203857421875
fcnn,12,5,133.20655822753906
fcnn,12,6,114.48764038085938
fcnn,12,7,138.73399353027344
fcnn,12,8,127.6489486694336
fcnn,12,9,124.2750015258789
fcnn,12,10,145.32611083984375
fcnn,12,11,138.9476318359375
fcnn,13,0,143.73721313476562
fcnn,13,1,140.9641876220703
fcnn,13,2,144.3009033203125
fcnn,13,3,154.3447265625
fcnn,13,4,146.67276000976562
fcnn,13,5,146.23814392089844
fcnn,13,6,127.46826171875
fcnn,13,7,142.62448120117188
fcnn,13,8,131.6717987060547
fcnn,13,9,133.71627807617188
fcnn,13,10,156.25540161132812
fcnn,13,11,144.7504425048828
fcnn,13,12,138.05511474609375
fcnn,14,0,112.40467071533203
fcnn,14,1,118.53175354003906
fcnn,14,2,109.93679809570312
fcnn,14,3,125.22518920898438
fcnn,14,4,113.24441528320312
fcnn,14,5,112.05741882324219
fcnn,14,6,102.12429809570312
fcnn,14,7,118.74134063720703
fcnn,14,8,109.8523941040039
fcnn,14,9,105.23980712890625
fcnn,14,10,129.40176391601562
fcnn,14,11,118.2470703125
fcnn,14,12,114.07618713378906
fcnn,14,13,115.19440460205078
fcnn,15,0,130.82498168945312
fcnn,15,1,131.1815185546875
fcnn,15,2,132.63009643554688
fcnn,15,3,143.41455078125
fcnn,15,4,136.80392456054688
fcnn,15,5,132.30799865722656
fcnn,15,6,116.6654052734375
fcnn,15,7,137.26193237304688
fcnn,15,8,125.73160552978516
fcnn,15,9,123.42350769042969
fcnn,15,10,146.37867736816406
fcnn,15,11,135.80142211914062
fcnn,15,12,127.8956527709961
fcnn,15,13,134.30099487304688
fcnn,15,14,110.1191177368164
fcnn,16,0,136.80307006835938
fcnn,16,1,136.63479614257812
fcnn,16,2,140.74465942382812
fcnn,16,3,152.4392852783203
fcnn,16,4,137.75942993164062
fcnn,16,5,135.6774444580078
fcnn,16,6,120.04295349121094
fcnn,16,7,138.7486114501953
fcnn,16,8,131.54965209960938
fcnn,16,9,125.4425048828125
fcnn,16,10,153.0931396484375
fcnn,16,11,138.712890625
fcnn,16,12,129.8942108154297
fcnn,16,13,137.53538513183594
fcnn,16,14,109.18901062011719
fcnn,16,15,134.92184448242188
fcnn,17,0,131.31954956054688
fcnn,17,1,133.54522705078125
fcnn,17,2,131.92437744140625
fcnn,17,3,139.86163330078125
fcnn,17,4,126.62704467773438
fcnn,17,5,124.42381286621094
fcnn,17,6,109.11904907226562
fcnn,17,7,123.03069305419922
fcnn,17,8,121.0130615234375
fcnn,17,9,113.2794189453125
fcnn,17,10,146.8984832763672
fcnn,17,11,130.00392150878906
fcnn,17,12,122.91210174560547
fcnn,17,13,129.81121826171875
fcnn,17,14,104.87835693359375
fcnn,17,15,122.4991683959961
fcnn,17,16,132.68603515625
fcnn,18,0,128.80563354492188
fcnn,18,1,128.4192657470703
fcnn,18,2,138.31723022460938
fcnn,18,3,147.0134735107422
fcnn,18,4,134.11273193359375
fcnn,18,5,132.74163818359375
fcnn,18,6,120.88046264648438
fcnn,18,7,141.56297302246094
fcnn,18,8,124.087158203125
fcnn,18,9,126.49146270751953
fcnn,18,10,149.63223266601562
fcnn,18,11,134.89930725097656
fcnn,18,12,127.885986328125
fcnn,18,13,137.35293579101562
fcnn,18,14,112.20773315429688
fcnn,18,15,131.20114135742188
fcnn,18,16,131.75013732910156
fcnn,18,17,123.66034698486328
fcnn,19,0,132.8246307373047
fcnn,19,1,134.62966918945312
fcnn,19,2,134.63150024414062
fcnn,19,3,144.82192993164062
fcnn,19,4,140.95553588867188
fcnn,19,5,131.88400268554688
fcnn,19,6,120.29734802246094
fcnn,19,7,138.3685302734375
fcnn,19,8,131.87506103515625
fcnn,19,9,121.12875366210938
fcnn,19,10,149.32176208496094
fcnn,19,11,133.8890838623047
fcnn,19,12,128.80694580078125
fcnn,19,13,131.89163208007812
fcnn,19,14,111.56023406982422
fcnn,19,15,126.98844909667969
fcnn,19,16,135.296875
fcnn,19,17,128.30227661132812
fcnn,19,18,126.32765197753906
fcnn,20,0,154.16348266601562
fcnn,20,1,164.2495880126953
fcnn,20,2,158.71466064453125
fcnn,20,3,179.38253784179688
fcnn,20,4,163.089599609375
fcnn,20,5,156.36367797851562
fcnn,20,6,139.513671875
fcnn,20,7,167.86314392089844
fcnn,20,8,148.86204528808594
fcnn,20,9,149.2135467529297
fcnn,20,10,182.89329528808594
fcnn,20,11,163.00982666015625
fcnn,20,12,150.93417358398438
fcnn,20,13,155.86611938476562
fcnn,20,14,132.92398071289062
fcnn,20,15,155.6493682861328
fcnn,20,16,155.10203552246094
fcnn,20,17,146.14981079101562
fcnn,20,18,155.24960327148438
fcnn,20,19,154.05621337890625
