label,i,j,K_ij
attn,1,0,0.7145408391952515
attn,2,0,0.7067798376083374
attn,2,1,0.7058935165405273
attn,3,0,0.7569254636764526
attn,3,1,0.7374725937843323
attn,3,2,0.7328632473945618
attn,4,0,0.7063136100769043
attn,4,1,0.6950640678405762
attn,4,2,0.6974321603775024
attn,4,3,0.7310248613357544
attn,5,0,0.7030986547470093
attn,5,1,0.6972401142120361
attn,5,2,0.6925568580627441
attn,5,3,0.7363742589950562
attn,5,4,0.6914011836051941
attn,6,0,0.6463284492492676
attn,6,1,0.645728588104248
attn,6,2,0.6376175880432129
attn,6,3,0.681962251663208
attn,6,4,0.6308393478393555
attn,6,5,0.6356891989707947
attn,7,0,0.6493933796882629
attn,7,1,0.6524664163589478
attn,7,2,0.6460264325141907
attn,7,3,0.6884077191352844
attn,7,4,0.6442899703979492
attn,7,5,0.6562662124633789
attn,7,6,0.5904117226600647
attn,8,0,0.6817032098770142
attn,8,1,0.6752760410308838
attn,8,2,0.6694883108139038
attn,8,3,0.7195159792900085
attn,8,4,0.6626694798469543
attn,8,5,0.6712679266929626
attn,8,6,0.6140397787094116
attn,8,7,0.6179836988449097
attn,9,0,0.6241860389709473
attn,9,1,0.618493914604187
attn,9,2,0.6269544363021851
attn,9,3,0.6494102478027344
attn,9,4,0.6182926893234253
attn,9,5,0.6189824342727661
attn,9,6,0.5658664703369141
attn,9,7,0.5860706567764282
attn,9,8,0.5798957347869873
attn,10,0,0.7100024223327637
attn,10,1,0.6920026540756226
attn,10,2,0.6805990934371948
attn,10,3,0.7413535118103027
attn,10,4,0.6925481557846069
attn,10,5,0.7014946341514587
attn,10,6,0.6439653635025024
attn,10,7,0.6497788429260254
attn,10,8,0.6763308644294739
attn,10,9,0.613915741443634
attn,11,0,0.6705754995346069
attn,11,1,0.6645387411117554
attn,11,2,0.6707549095153809
attn,11,3,0.6914952993392944
attn,11,4,0.652494490146637
attn,11,5,0.6474117040634155
attn,11,6,0.5980007648468018
attn,11,7,0.6103430986404419
attn,11,8,0.6340113878250122
attn,11,9,0.5797693729400635
