label,i,j,K_ij
fcnn,1,0,29.027847290039062
fcnn,2,0,27.72227668762207
fcnn,2,1,38.5899772644043
fcnn,3,0,28.415313720703125
fcnn,3,1,34.63385772705078
fcnn,3,2,33.59784698486328
fcnn,4,0,26.472824096679688
fcnn,4,1,32.17742919921875
fcnn,4,2,31.4251708984375
fcnn,4,3,32.500335693359375
fcnn,5,0,27.26314926147461
fcnn,5,1,35.60617446899414
fcnn,5,2,34.753421783447266
fcnn,5,3,34.126495361328125
fcnn,5,4,32.19438934326172
fcnn,6,0,27.072166442871094
fcnn,6,1,37.45225143432617
fcnn,6,2,36.21807098388672
fcnn,6,3,33.37336730957031
fcnn,6,4,34.400840759277344
fcnn,6,5,36.037742614746094
fcnn,7,0,26.98198890686035
fcnn,7,1,33.13672637939453
fcnn,7,2,33.21551513671875
fcnn,7,3,33.169921875
fcnn,7,4,32.82640075683594
fcnn,7,5,36.055641174316406
fcnn,7,6,36.15129089355469
fcnn,8,0,25.16426658630371
fcnn,8,1,33.271480560302734
fcnn,8,2,31.83786392211914
fcnn,8,3,31.10942840576172
fcnn,8,4,29.587875366210938
fcnn,8,5,30.078323364257812
fcnn,8,6,30.94770050048828
fcnn,8,7,27.2051944732666
fcnn,9,0,24.984149932861328
fcnn,9,1,30.453372955322266
fcnn,9,2,30.27896499633789
fcnn,9,3,32.41197204589844
fcnn,9,4,32.56840896606445
fcnn,9,5,31.29425048828125
fcnn,9,6,33.329742431640625
fcnn,9,7,33.491790771484375
fcnn,9,8,26.564762115478516
fcnn,10,0,26.72970199584961
fcnn,10,1,32.31132507324219
fcnn,10,2,30.60044288635254
fcnn,10,3,32.17421340942383
fcnn,10,4,30.636390686035156
fcnn,10,5,31.569568634033203
fcnn,10,6,30.951404571533203
fcnn,10,7,29.672805786132812
fcnn,10,8,29.275352478027344
fcnn,10,9,28.153717041015625
fcnn,11,0,25.244434356689453
fcnn,11,1,27.088884353637695
fcnn,11,2,26.199581146240234
fcnn,11,3,26.648653030395508
fcnn,11,4,25.520280838012695
fcnn,11,5,25.78579330444336
