Wall time,Step,Value
1676032434.398128,0,1.0
1676032434.399843,1,1.0
1676032434.401078,2,1.0
1676032434.402148,3,1.0
1676032434.403204,4,1.0
1676032434.404245,5,1.0
1676032434.405431,6,1.0
1676032434.406463,7,1.0
1676032434.408414,8,1.0
1676032434.409436,9,1.0
1676032434.410445,10,1.0
1676032434.412326,11,1.0
1676032434.41354,12,1.0
1676032434.414598,13,1.0
1676032434.415812,14,1.0
1676032434.416838,15,1.0
1676032434.418023,16,1.0
1676032434.419037,17,1.0
1676032434.420051,18,1.0
1676032434.421114,19,1.0
1676032434.422118,20,1.0
1676032434.423226,21,1.0
1676032434.424239,22,1.0
1676032434.425461,23,1.0
1676032434.426461,24,1.0
1676032434.427681,25,1.0
1676032434.428743,26,1.0
1676032434.429764,27,1.0
1676032434.430778,28,1.0
1676032434.431809,29,1.0
1676032434.43289,30,1.0
1676032434.433907,31,1.0
1676032434.435158,32,1.0
1676032434.436174,33,1.0
1676032434.437371,34,1.0
1676032434.438379,35,1.0
1676032434.439402,36,1.0
1676032434.440461,37,1.0
1676032434.441466,38,1.0
1676032434.442531,39,1.0
1676032434.443565,40,1.0
1676032434.44477,41,1.0
1676032434.445769,42,1.0
1676032434.447024,43,1.0
1676032434.448034,44,1.0
1676032434.449045,45,1.0
1676032434.450092,46,1.0
1676032434.451123,47,1.0
1676032434.452195,48,1.0
1676032434.453203,49,0.9699999690055847
1676032434.454264,50,0.8999999761581421
1676032434.455281,51,0.7899999618530273
1676032434.456286,52,0.7299999594688416
1676032434.457378,53,0.5899999737739563
1676032434.458396,54,0.47999998927116394
1676032434.459624,55,0.26999998092651367
1676032434.460632,56,0.17999999225139618
1676032434.462249,57,0.14999999105930328
1676032434.46327,58,0.07000000029802322
1676032434.464281,59,0.029999999329447746
1676032434.465846,60,0.009999999776482582
1676032434.467064,61,0.0
1676032434.468079,62,0.0
1676032434.469085,63,0.0
1676032434.470256,64,0.0
1676032434.471281,65,0.0
1676032434.472459,66,0.0
1676032434.473466,67,0.0
1676032434.474701,68,0.0
1676032434.47575,69,0.0
1676032434.476946,70,0.0
1676032434.477948,71,0.0
1676032434.478959,72,0.0
1676032434.479977,73,0.0
1676032434.480982,74,0.0
1676032434.48198,75,0.0
1676032434.482989,76,0.0
1676032434.484168,77,0.0
1676032434.485178,78,0.0
1676032434.486357,79,0.0
1676032434.487375,80,0.0
1676032434.488596,81,0.0
1676032434.489624,82,0.0
1676032434.49065,83,0.0
1676032434.491707,84,0.0
1676032434.492928,85,0.0
1676032434.49401,86,0.0
1676032434.49503,87,0.0
1676032434.496374,88,0.0
1676032434.497398,89,0.0
1676032434.498501,90,0.0
1676032434.499723,91,0.0
1676032434.500952,92,0.0
1676032434.501977,93,0.0
1676032434.502996,94,0.0
1676032434.504022,95,0.0
1676032434.505034,96,0.0
1676032434.506293,97,0.0
1676032434.507317,98,0.0
1676032434.508537,99,0.0
1676032434.509554,100,0.0
1676032434.510568,101,0.0
1676032434.511645,102,0.0
1676032434.51266,103,0.0
1676032434.513677,104,0.0
1676032434.514699,105,0.0
1676032434.515815,106,0.0
1676032434.516832,107,0.0
1676032434.517856,108,0.0
1676032434.518872,109,0.0
1676032434.519896,110,0.0
1676032434.520912,111,0.0
1676032434.52191,112,0.0
1676032434.523291,113,0.0
1676032434.524329,114,0.0
1676032434.525763,115,0.0
1676032434.52705,116,0.0
1676032434.528718,117,0.0
1676032434.53103,118,0.0
1676032434.53288,119,0.0
1676032434.534606,120,0.0
1676032434.53632,121,0.0
1676032434.538146,122,0.0
1676032434.540306,123,0.0
1676032434.541749,124,0.0
1676032434.543469,125,0.0
1676032434.544505,126,0.0
1676032434.545894,127,0.0
1676032434.546905,128,0.0
1676032434.548205,129,0.0
1676032434.549233,130,0.0
1676032434.550798,131,0.0
1676032434.552204,132,0.0
1676032434.553669,133,0.0
1676032434.555898,134,0.0
1676032434.557755,135,0.0
1676032434.559513,136,0.0
1676032434.56096,137,0.0
1676032434.562042,138,0.0
1676032434.563243,139,0.0
1676032434.56429,140,0.0
1676032434.56565,141,0.0
1676032434.566669,142,0.0
1676032434.568097,143,0.0
1676032434.56913,144,0.0
1676032434.570564,145,0.0
1676032434.571602,146,0.0
1676032434.573058,147,0.0
1676032434.574069,148,0.0
1676032434.575195,149,0.0
1676032434.576238,150,0.0
1676032434.577265,151,0.0
1676032434.578355,152,0.0
1676032434.579406,153,0.0
1676032434.580749,154,0.0
1676032434.581772,155,0.0
1676032434.583126,156,0.0
1676032434.584332,157,0.0
1676032434.585628,158,0.0
1676032434.586629,159,0.0
1676032434.587973,160,0.0
