Wall time,Step,Value
1675363097.44584,-20,2.506852626800537
1675363158.071704,-19,2.280911922454834
1675363218.554011,-18,2.0115230083465576
1675363278.304284,-17,1.6863501071929932
1675363338.773645,-16,1.2633893489837646
1675363399.377467,-15,0.7933071255683899
1675363458.320737,-14,0.4132874608039856
1675363519.008897,-13,0.19016069173812866
1675363580.116326,-12,0.0861162394285202
1675363641.390419,-11,0.04146489128470421
1675363701.738436,-10,0.02197469398379326
1675363763.158441,-9,0.013246685266494751
1675363823.480079,-8,0.009316528216004372
1675363884.754264,-7,0.007521855644881725
1675363946.186262,-6,0.006603694986552
1675364006.529225,-5,0.006108061410486698
1675364067.315768,-4,0.00584336556494236
1675364128.067139,-3,0.0059039355255663395
1675364188.217772,-2,0.006223332602530718
1675364248.314151,-1,0.005969394464045763
1675364308.81546,0,0.005117605905979872
1675364369.079738,1,0.0047973995096981525
1675364429.223835,2,0.00481244595721364
1675364488.345063,3,0.004872663877904415
1675364548.702783,4,0.004845556803047657
