Wall time,Step,Value
1675362161.461264,-20,2.8760411739349365
1675362191.636633,-19,2.5897254943847656
1675362216.336165,-18,2.24975848197937
1675362241.766691,-17,1.8673086166381836
1675362267.446462,-16,1.3947582244873047
1675362296.318699,-15,0.8666120767593384
1675362323.057839,-14,0.43912962079048157
1675362349.150728,-13,0.19542813301086426
1675362375.049491,-12,0.08691198378801346
1675362400.337747,-11,0.041735224425792694
1675362427.782106,-10,0.022237908095121384
1675362454.092412,-9,0.013522950932383537
1675362479.859231,-8,0.009587110951542854
1675362506.617321,-7,0.007771486882120371
1675362532.833785,-6,0.006820796988904476
1675362559.03649,-5,0.006291085388511419
1675362586.024686,-4,0.005951228551566601
1675362612.569482,-3,0.005995975807309151
1675362639.314425,-2,0.005986205767840147
1675362666.60439,-1,0.005560641642659903
1675362693.072894,0,0.005138802342116833
1675362719.764701,1,0.005040899850428104
1675362746.29797,2,0.0049467007629573345
1675362773.188419,3,0.004914284683763981
1675362799.248389,4,0.4675649106502533
