Wall time,Step,Value
1676026097.258504,0,1.0
1676026097.259987,1,1.0
1676026097.261061,2,1.0
1676026097.262117,3,1.0
1676026097.263175,4,1.0
1676026097.264194,5,1.0
1676026097.26522,6,1.0
1676026097.266254,7,1.0
1676026097.267296,8,1.0
1676026097.26833,9,1.0
1676026097.269346,10,1.0
1676026097.270369,11,1.0
1676026097.271411,12,1.0
1676026097.27244,13,1.0
1676026097.273463,14,1.0
1676026097.274496,15,1.0
1676026097.27559,16,1.0
1676026097.276647,17,1.0
1676026097.277714,18,1.0
1676026097.278776,19,1.0
1676026097.279861,20,1.0
1676026097.280921,21,1.0
1676026097.281974,22,1.0
1676026097.283045,23,1.0
1676026097.284095,24,1.0
1676026097.285152,25,1.0
1676026097.286188,26,1.0
1676026097.28726,27,1.0
1676026097.288317,28,1.0
1676026097.289375,29,1.0
1676026097.290406,30,1.0
1676026097.29238,31,1.0
1676026097.29346,32,1.0
1676026097.294514,33,1.0
1676026097.295596,34,1.0
1676026097.296652,35,1.0
1676026097.297704,36,1.0
1676026097.298735,37,1.0
1676026097.299819,38,1.0
1676026097.30087,39,1.0
1676026097.301917,40,1.0
1676026097.302984,41,1.0
1676026097.304038,42,1.0
1676026097.305081,43,1.0
1676026097.306117,44,1.0
1676026097.307153,45,0.9899999499320984
1676026097.308158,46,0.949999988079071
1676026097.309173,47,0.9300000071525574
1676026097.310192,48,0.85999995470047
1676026097.311227,49,0.7299999594688416
1676026097.31223,50,0.5
1676026097.313233,51,0.32999998331069946
1676026097.314241,52,0.17999999225139618
1676026097.315294,53,0.07999999821186066
1676026097.316294,54,0.03999999910593033
1676026097.31729,55,0.0
1676026097.318302,56,0.0
1676026097.319334,57,0.0
1676026097.320364,58,0.0
1676026097.321395,59,0.0
1676026097.322398,60,0.0
1676026097.323439,61,0.0
1676026097.324417,62,0.0
1676026097.325389,63,0.0
1676026097.326384,64,0.0
1676026097.327413,65,0.0
1676026097.328433,66,0.0
1676026097.32943,67,0.0
1676026097.330447,68,0.0
1676026097.331479,69,0.0
1676026097.332504,70,0.0
1676026097.333486,71,0.0
1676026097.335853,72,0.0
1676026097.340185,73,0.0
1676026097.341239,74,0.0
1676026097.342266,75,0.0
1676026097.343313,76,0.0
1676026097.344354,77,0.0
1676026097.345361,78,0.0
1676026097.346413,79,0.0
1676026097.347515,80,0.0
1676026097.348613,81,0.0
1676026097.34983,82,0.0
1676026097.350889,83,0.0
1676026097.351966,84,0.0
1676026097.353244,85,0.0
1676026097.35584,86,0.0
1676026097.356868,87,0.0
1676026097.357893,88,0.0
1676026097.358942,89,0.0
1676026097.360182,90,0.0
1676026097.361223,91,0.0
1676026097.362235,92,0.0
1676026097.363292,93,0.0
1676026097.364311,94,0.0
1676026097.365381,95,0.0
1676026097.366436,96,0.0
1676026097.367512,97,0.0
1676026097.368537,98,0.0
1676026097.369564,99,0.0
1676026097.370575,100,0.0
1676026097.371614,101,0.0
1676026097.372637,102,0.0
1676026097.373659,103,0.0
1676026097.374696,104,0.0
1676026097.375729,105,0.0
1676026097.376751,106,0.0
1676026097.377761,107,0.0
1676026097.378771,108,0.0
1676026097.379821,109,0.0
1676026097.380846,110,0.0
1676026097.381877,111,0.0
1676026097.382895,112,0.0
1676026097.383932,113,0.0
1676026097.384939,114,0.0
1676026097.385956,115,0.0
1676026097.386984,116,0.0
1676026097.388003,117,0.0
1676026097.38901,118,0.0
1676026097.390022,119,0.0
1676026097.391063,120,0.0
1676026097.392081,121,0.0
1676026097.393084,122,0.0
1676026097.39409,123,0.0
1676026097.395107,124,0.0
1676026097.396115,125,0.0
1676026097.397108,126,0.0
1676026097.398106,127,0.0
1676026097.39913,128,0.0
1676026097.400164,129,0.0
1676026097.401176,130,0.0
1676026097.402182,131,0.0
1676026097.403209,132,0.0
1676026097.404227,133,0.0
1676026097.405233,134,0.0
1676026097.406231,135,0.0
1676026097.407246,136,0.0
1676026097.408262,137,0.0
1676026097.409268,138,0.0
1676026097.410272,139,0.0
1676026097.411298,140,0.0
1676026097.412316,141,0.0
1676026097.413311,142,0.0
1676026097.414318,143,0.0
1676026097.415347,144,0.0
1676026097.41628,145,0.0
1676026097.417211,146,0.0
1676026097.418216,147,0.0
1676026097.419252,148,0.0
1676026097.420273,149,0.0
1676026097.421293,150,0.0
1676026097.422299,151,0.0
1676026097.423335,152,0.0
1676026097.424387,153,0.0
1676026097.425391,154,0.0
1676026097.426388,155,0.0
1676026097.427439,156,0.0
1676026097.428472,157,0.0
1676026097.429472,158,0.0
1676026097.431069,159,0.0
1676026097.432116,160,0.0
1676026097.43315,161,0.0
1676026097.434181,162,0.0
1676026097.435222,163,0.0
1676026097.436248,164,0.0
1676026097.437282,165,0.0
1676026097.438325,166,0.0
1676026097.439385,167,0.0
1676026097.440413,168,0.0
1676026097.441439,169,0.0
1676026097.442472,170,0.0
1676026097.443504,171,0.0
1676026097.444537,172,0.0
1676026097.445559,173,0.0
1676026097.446574,174,0.0
1676026097.447614,175,0.0
1676026097.44864,176,0.0
1676026097.449676,177,0.0
1676026097.450708,178,0.0
1676026097.45176,179,0.0
1676026097.452793,180,0.0
1676026097.454022,181,0.0
1676026097.455073,182,0.0
1676026097.456098,183,0.0
1676026097.457331,184,0.0
1676026097.45841,185,0.0
1676026097.459478,186,0.0
1676026097.460698,187,0.0
1676026097.461749,188,0.0
1676026097.462791,189,0.0
1676026097.463854,190,0.0
1676026097.464903,191,0.0
1676026097.465943,192,0.0
1676026097.466999,193,0.0
1676026097.468037,194,0.0
1676026097.469076,195,0.0
1676026097.470109,196,0.0
1676026097.471157,197,0.0
1676026097.472205,198,0.0
1676026097.47324,199,0.0
1676026097.47427,200,0.0
1676026097.47532,201,0.0
1676026097.476359,202,0.0
1676026097.477395,203,0.0
1676026097.478432,204,0.0
1676026097.479491,205,0.0
1676026097.48053,206,0.0
1676026097.481549,207,0.0
1676026097.482583,208,0.0
1676026097.483638,209,0.0
1676026097.484675,210,0.0
1676026097.48571,211,0.0
1676026097.486745,212,0.0
1676026097.487787,213,0.0
1676026097.48882,214,0.0
1676026097.489854,215,0.0
1676026097.49089,216,0.0
1676026097.491955,217,0.0
1676026097.492993,218,0.0
1676026097.494049,219,0.0
1676026097.4951,220,0.0
1676026097.496137,221,0.0
1676026097.497174,222,0.0
1676026097.498213,223,0.0
1676026097.499266,224,0.0
1676026097.500284,225,0.0
1676026097.501328,226,0.0
1676026097.502364,227,0.0
1676026097.503431,228,0.0
1676026097.504467,229,0.0
1676026097.505499,230,0.0
1676026097.506545,231,0.0
1676026097.507611,232,0.0
1676026097.508655,233,0.0
1676026097.50969,234,0.0
1676026097.51072,235,0.0
1676026097.511781,236,0.0
1676026097.512819,237,0.0
1676026097.513765,238,0.0
1676026097.514717,239,0.0
1676026097.515756,240,0.0
1676026097.516801,241,0.0
1676026097.517837,242,0.0
1676026097.518869,243,0.0
1676026097.519936,244,0.0
1676026097.520979,245,0.0
1676026097.522835,246,0.0
1676026097.524078,247,0.0
1676026097.525117,248,0.0
1676026097.526151,249,0.0
1676026097.527197,250,0.0
1676026097.52824,251,0.0
1676026097.529269,252,0.0
1676026097.530295,253,0.0
1676026097.531344,254,0.0
1676026097.532369,255,0.0
1676026097.533398,256,0.0
1676026097.534453,257,0.0
1676026097.535521,258,0.0
1676026097.536554,259,0.0
1676026097.537584,260,0.0
1676026097.538618,261,0.0
1676026097.539664,262,0.0
1676026097.540698,263,0.0
1676026097.541727,264,0.0
1676026097.542749,265,0.0
1676026097.543796,266,0.0
1676026097.544822,267,0.0
1676026097.545857,268,0.0
1676026097.546889,269,0.0
1676026097.547936,270,0.0
1676026097.548962,271,0.0
1676026097.549984,272,0.0
1676026097.551042,273,0.0
1676026097.552078,274,0.0
1676026097.553105,275,0.0
1676026097.554139,276,0.0
1676026097.555188,277,0.0
1676026097.556213,278,0.0
1676026097.557232,279,0.0
1676026097.558251,280,0.0
1676026097.559301,281,0.0
1676026097.560355,282,0.0
1676026097.56154,283,0.0
1676026097.562581,284,0.0
1676026097.563643,285,0.0
1676026097.564679,286,0.0
1676026097.565703,287,0.0
1676026097.566733,288,0.0
1676026097.567792,289,0.0
1676026097.568826,290,0.0
1676026097.569855,291,0.0
1676026097.570886,292,0.0
1676026097.571941,293,0.0
1676026097.572917,294,0.0
1676026097.573869,295,0.0
1676026097.574813,296,0.0
1676026097.575852,297,0.0
1676026097.57687,298,0.0
1676026097.577884,299,0.0
1676026097.578909,300,0.0
1676026097.580146,301,0.0
1676026097.581164,302,0.0
1676026097.582192,303,0.0
1676026097.583226,304,0.0
1676026097.58426,305,0.0
1676026097.585286,306,0.0
1676026097.586313,307,0.0
1676026097.587356,308,0.0
1676026097.588526,309,0.0
1676026097.589557,310,0.0
1676026097.59058,311,0.0
1676026097.591638,312,0.0
1676026097.592667,313,0.0
1676026097.593707,314,0.0
1676026097.594732,315,0.0
1676026097.595782,316,0.0
1676026097.59681,317,0.0
1676026097.597841,318,0.0
1676026097.598865,319,0.0
1676026097.59992,320,0.0
1676026097.600968,321,0.0
1676026097.601997,322,0.0
1676026097.603042,323,0.0
1676026097.604075,324,0.0
1676026097.605104,325,0.0
1676026097.606138,326,0.0
1676026097.607228,327,0.0
1676026097.608277,328,0.0
1676026097.60932,329,0.0
1676026097.61036,330,0.0
1676026097.611416,331,0.0
1676026097.612461,332,0.0
1676026097.613524,333,0.0
1676026097.614561,334,0.0
1676026097.615631,335,0.0
1676026097.616655,336,0.0
1676026097.617813,337,0.0
1676026097.618839,338,0.0
1676026097.619949,339,0.0
1676026097.620983,340,0.0
1676026097.622022,341,0.0
1676026097.623076,342,0.0
1676026097.624301,343,0.0
1676026097.625341,344,0.0
1676026097.626421,345,0.0
1676026097.627785,346,0.0
1676026097.629019,347,0.0
1676026097.630214,348,0.0
1676026097.631447,349,0.0
1676026097.632657,350,0.0
1676026097.633849,351,0.0
1676026097.635063,352,0.0
1676026097.636257,353,0.0
1676026097.637452,354,0.0
1676026097.638646,355,0.0
1676026097.639841,356,0.0
1676026097.640847,357,0.0
1676026097.641866,358,0.0
1676026097.642956,359,0.0
1676026097.643974,360,0.0
1676026097.644985,361,0.0
1676026097.645999,362,0.0
1676026097.647041,363,0.0
1676026097.64806,364,0.0
1676026097.649071,365,0.0
1676026097.650092,366,0.0
1676026097.651125,367,0.0
1676026097.652155,368,0.0
1676026097.653353,369,0.0
1676026097.654384,370,0.0
1676026097.655428,371,0.0
1676026097.656453,372,0.0
1676026097.657474,373,0.0
1676026097.658498,374,0.0
1676026097.659556,375,0.0
1676026097.660592,376,0.0
1676026097.661768,377,0.0
1676026097.662787,378,0.0
1676026097.663838,379,0.0
1676026097.664867,380,0.0
1676026097.66609,381,0.0
1676026097.66712,382,0.0
1676026097.668141,383,0.0
1676026097.669165,384,0.0
1676026097.670175,385,0.0
1676026097.671209,386,0.0
1676026097.672215,387,0.0
1676026097.673242,388,0.0
