Wall time,Step,Value,Std
1737740179.94243,1,0,0
1737740179.94399,2,0.683927118778229,0.79231321811676
1737740179.94643,3,1.00458681583405,1.12738347053528
1737740179.94868,4,1.25963032245636,1.38166451454163
1737740179.95082,5,1.46733438968658,1.70693826675415
1737740179.95319,6,1.69166481494904,2.0372793674469
1737740179.9557,7,1.87184298038483,2.36522841453552
1737740179.95825,8,2.07621169090271,2.54144930839539
1737740179.96746,9,2.28504657745361,2.67206954956055
1737740179.96971,10,2.41763639450073,2.82732486724854
1737740179.97906,11,2.54497146606445,2.96237134933472
1737740179.99481,12,2.7029390335083,3.06838202476501
1737740179.99809,13,2.88926601409912,3.20753908157349
1737740180.01479,14,3.06013894081116,3.40744400024414
1737740180.0176,15,3.25629687309265,3.63177394866943
1737740180.02687,16,3.3267388343811,3.6969096660614
1737740180.0289,17,3.45207333564758,3.80130362510681
1737740180.03123,18,3.63076567649841,4.00835609436035
1737740180.03342,19,3.82113432884216,4.09812164306641
1737740180.03722,20,3.95910024642944,4.15577936172485
1737740180.03943,21,4.08573722839356,4.28709697723389
1737740180.04152,22,4.20719814300537,4.32022142410278
1737740180.0438,23,4.37213325500488,4.58576726913452
1737740180.04597,24,4.45920658111572,4.65861034393311
1737740180.06245,25,4.61864614486694,4.94921588897705
1737740180.06471,26,4.76722383499146,5.09359121322632
1737740180.06703,27,4.86893844604492,5.29660797119141
1737740180.06916,28,4.97091865539551,5.42745161056519
1737740180.07057,29,5.08159875869751,5.5216064453125
1737740180.07631,30,5.19153022766113,5.59104871749878
1737740180.07975,31,5.27256488800049,5.68955659866333
1737740180.08368,32,5.38669586181641,5.79144811630249
