Wall time,Step,Value,Std
1737740182.86219,1,1.72091472148895,0.246335715055466
1737740182.86376,2,2.66709804534912,0.547353506088257
1737740182.8798,3,3.37073612213135,0.770379304885864
1737740182.88203,4,4.02028894424439,0.943080842494965
1737740182.88428,5,4.62485837936401,1.08856928348541
1737740182.8867,6,5.18764352798462,1.25186681747437
1737740182.8889,7,5.78833723068237,1.3845294713974
1737740182.89157,8,6.32417917251587,1.49622809886932
1737740182.89512,9,6.86937379837036,1.60406446456909
1737740182.89755,10,7.3906307220459,1.74539852142334
1737740182.89969,11,7.89870882034302,1.82926988601685
1737740182.90175,12,8.4165735244751,1.92952120304108
1737740182.90382,13,8.93788814544678,2.02294492721558
1737740182.90541,14,9.46116924285889,2.12206506729126
1737740182.90702,15,9.98467922210693,2.24056148529053
1737740182.90861,16,10.4964714050293,2.36380100250244
1737740182.91043,17,10.9836797714233,2.42218279838562
1737740182.91244,18,11.4839191436768,2.53500533103943
1737740182.91358,19,11.9676704406738,2.68529200553894
1737740182.9148,20,12.4786596298218,2.85080528259277
1737740182.91596,21,12.9493341445923,2.91277408599854
1737740182.9175,22,13.4274234771729,2.97766590118408
1737740182.91935,23,13.9257869720459,3.07474160194397
1737740182.92367,24,14.4418201446533,3.16777682304382
1737740182.9248,25,14.957709312439,3.30477571487427
1737740182.92592,26,15.4564828872681,3.42224717140198
1737740182.92761,27,15.9259061813355,3.52088403701782
1737740182.92872,28,16.4148616790771,3.63359498977661
1737740182.92981,29,16.8926200866699,3.77369594573975
1737740182.93098,30,17.3579158782959,3.88921451568604
1737740182.93267,31,17.8874053955078,3.97509860992432
1737740182.93372,32,18.3399620056152,4.07414245605469
