Wall time,Step,Value,Std
1737740182.86317,1,0,0
1737740182.86425,2,0.384702444076538,0.381280869245529
1737740182.88032,3,0.566307961940765,0.566119968891144
1737740182.88261,4,0.705758571624756,0.704779446125031
1737740182.88491,5,0.824046850204468,0.829946219921112
1737740182.88721,6,0.953017055988312,0.943977057933807
1737740182.88941,7,1.08971261978149,1.04756236076355
1737740182.89214,8,1.18943238258362,1.11798846721649
1737740182.89585,9,1.28669905662537,1.19076585769653
1737740182.89805,10,1.38550364971161,1.30321729183197
1737740182.90017,11,1.45436275005341,1.36604702472687
1737740182.90231,12,1.54732966423035,1.43161153793335
1737740182.90418,13,1.63261890411377,1.50405764579773
1737740182.90586,14,1.69691848754883,1.60905575752258
1737740182.90734,15,1.79489743709564,1.70205855369568
1737740182.90919,16,1.87109863758087,1.81738591194153
1737740182.91143,17,1.91966581344605,1.8637707233429
1737740182.91259,18,1.9926552772522,1.96363461017609
1737740182.91372,19,2.09813022613525,2.06530427932739
1737740182.91494,20,2.23428964614868,2.17507886886597
1737740182.9167,21,2.30100965499878,2.19902920722961
1737740182.91788,22,2.37063360214233,2.22833156585693
1737740182.91963,23,2.46441507339478,2.2890157699585
1737740182.92382,24,2.52303910255432,2.3920361995697
1737740182.92494,25,2.64224767684937,2.48829793930054
1737740182.92663,26,2.725750207901,2.588862657547
1737740182.92775,27,2.77101254463196,2.68260145187378
1737740182.92885,28,2.84274315834045,2.77966856956482
1737740182.92994,29,2.94410634040833,2.88136005401611
1737740182.93168,30,3.02300882339478,2.96359777450562
1737740182.9328,31,3.10511994361877,3.04487919807434
1737740182.93395,32,3.16395974159241,3.12022686004639
