Wall time,Step,Value,Std
1737740253.66991,1,0,0
1737740253.67117,2,0.384702444076538,0.381280869245529
1737740253.67299,3,0.748480677604675,0.735156774520874
1737740253.6751,4,1.10108089447021,1.11546516418457
1737740253.68833,5,1.57457506656647,1.67545032501221
1737740253.69966,6,2.04044985771179,2.14442682266235
1737740253.70126,7,2.56094408035278,2.74980187416077
1737740253.70345,8,3.20061159133911,3.64835429191589
1737740253.70588,9,3.92494773864746,4.59785318374634
1737740253.7081,10,4.57555818557739,5.2998251914978
1737740253.71031,11,5.6251425743103,6.7705659866333
1737740253.71618,12,6.54335260391235,7.96152257919312
1737740253.72184,13,7.60318088531494,9.95797061920166
1737740253.72513,14,8.61419010162354,11.2645463943481
1737740253.72977,15,9.81402778625488,13.8713312149048
1737740253.73236,16,11.2744407653809,16.4001998901367
1737740253.73661,17,12.7307453155518,18.4326839447021
1737740253.73838,18,14.5862150192261,21.9018840789795
1737740253.75643,19,16.1091995239258,23.8923320770264
1737740253.77955,20,18.0097560882568,28.817346572876
1737740253.78461,21,20.4220027923584,33.870548248291
1737740253.7883,22,22.947229385376,36.7260513305664
1737740253.79171,23,25.1408996582031,38.6022987365723
1737740253.79422,24,27.7826499938965,45.3455085754395
1737740253.79769,25,30.4027481079102,55.5415077209473
1737740253.80167,26,32.7911643981934,63.661922454834
1737740253.80492,27,35.469783782959,65.2993240356445
1737740253.80827,28,38.300609588623,69.4150466918945
1737740253.81143,29,41.1928367614746,71.9316711425781
1737740253.81512,30,45.7582588195801,85.4431228637695
1737740253.81857,31,48.4558410644531,92.4385070800781
1737740253.82161,32,51.7579536437988,95.5695037841797
