Wall time,Step,Value,Std
1737740167.82635,1,0,0
1737740167.8277,2,1.55701243877411,2.37520956993103
1737740167.83198,3,1.8419873714447,2.57018685340881
1737740167.83593,4,1.99412679672241,2.73385715484619
1737740167.8384,5,2.04558873176575,2.75739312171936
1737740167.84009,6,2.115642786026,2.96153712272644
1737740167.84184,7,2.17220902442932,3.05805921554565
1737740167.85088,8,2.23987126350403,3.11826634407043
1737740167.85299,9,2.25332474708557,3.13026738166809
1737740167.85519,10,2.27193069458008,3.15439605712891
1737740167.85741,11,2.3022837638855,3.16037511825562
1737740167.85957,12,2.33808279037476,3.16119194030762
1737740167.86172,13,2.35378623008728,3.19479489326477
1737740167.86388,14,2.38562488555908,3.24966025352478
1737740167.866,15,2.40883541107178,3.2652280330658
1737740167.86812,16,2.4493842124939,3.33173227310181
1737740167.87025,17,2.47426056861877,3.32654190063477
1737740167.87245,18,2.48968195915222,3.32465291023254
1737740167.88827,19,2.4946551322937,3.35776662826538
1737740167.89763,20,2.51638197898865,3.36126518249512
1737740167.89964,21,2.5307731628418,3.37725114822388
1737740167.90775,22,2.57003998756409,3.3753354549408
1737740167.90888,23,2.58024168014526,3.35887050628662
1737740167.91003,24,2.59848165512085,3.32773065567017
1737740167.91182,25,2.62036824226379,3.35862851142883
1737740167.92506,26,2.62977528572083,3.35428166389465
1737740167.93119,27,2.62143802642822,3.36705327033997
1737740167.93335,28,2.63096690177917,3.37402677536011
1737740167.94241,29,2.64987301826477,3.39413452148437
1737740167.94776,30,2.64564299583435,3.36808800697327
1737740167.95158,31,2.66442251205444,3.36484909057617
1737740167.9598,32,2.67564272880554,3.35677194595337
