Wall time,Step,Value,Std
1737740183.03357,1,1.72091472148895,0.246335715055466
1737740183.0341,2,2.66709804534912,0.547353506088257
1737740183.05513,3,3.29972267150879,0.6328045129776
1737740183.05675,4,3.87086796760559,0.66349709033966
1737740183.05839,5,4.40393352508545,0.690181136131287
1737740183.05995,6,4.91861629486084,0.722279787063599
1737740183.06155,7,5.42086982727051,0.758928716182709
1737740183.06315,8,5.92257404327393,0.785579144954681
1737740183.06476,9,6.41307640075684,0.79936671257019
1737740183.07338,10,6.89472055435181,0.820818483829498
1737740183.08822,11,7.36143350601196,0.836823165416718
1737740183.09051,12,7.82968521118164,0.850279927253723
1737740183.11037,13,8.2956714630127,0.874871551990509
1737740183.11433,14,8.77318096160889,0.890963315963745
1737740183.12424,15,9.23739242553711,0.905813753604889
1737740183.12646,16,9.69646835327148,0.915485918521881
1737740183.13074,17,10.1494655609131,0.92239236831665
1737740183.13218,18,10.6005773544312,0.933315217494965
1737740183.13357,19,11.057056427002,0.944312155246735
1737740183.13484,20,11.5087900161743,0.954504013061523
1737740183.13597,21,11.9580430984497,0.970236301422119
1737740183.13708,22,12.4059820175171,0.978523433208466
1737740183.13839,23,12.8561525344849,0.983345568180084
1737740183.13964,24,13.3026561737061,0.997957170009613
1737740183.14936,25,13.7544116973877,1.00719594955444
1737740183.15118,26,14.1979866027832,1.01655232906342
1737740183.15262,27,14.6442766189575,1.01758301258087
1737740183.16594,28,15.0872287750244,1.03020894527435
1737740183.16778,29,15.5240516662598,1.03328442573547
1737740183.16914,30,15.968635559082,1.03777432441711
1737740183.17622,31,16.4180755615234,1.04543840885162
1737740183.18261,32,16.8666687011719,1.05360889434814
