Wall time,Step,Value
1675442354.844159,0,46.725868225097656
1675442354.852863,1,91.89730072021484
1675442354.859968,2,138.47854614257812
1675442354.866992,3,114.86898040771484
1675442354.874006,4,71.77791595458984
1675442354.880975,5,37.61088180541992
1675442354.887979,6,14.981354713439941
1675442354.89503,7,4.660123348236084
1675442354.902306,8,1.5979104042053223
1675442354.909418,9,1.3829745054244995
1675442354.91657,10,1.3199360370635986
1675442354.923881,11,1.2840821743011475
1675442354.930936,12,1.2419365644454956
1675442354.937975,13,1.1949222087860107
1675442354.94504,14,1.1526877880096436
1675442354.952068,15,1.1123125553131104
1675442354.959237,16,1.0829123258590698
1675442354.966267,17,1.0446796417236328
1675442354.973302,18,1.0075315237045288
1675442354.980337,19,0.9715253710746765
1675442354.987367,20,0.9447932243347168
1675442354.994364,21,0.9056320786476135
1675442355.001406,22,0.886246919631958
1675442355.008437,23,0.8566036224365234
1675442355.015504,24,0.8306699395179749
1675442355.022811,25,0.8083529472351074
1675442355.029926,26,0.7756972312927246
1675442355.037228,27,0.7587209939956665
1675442355.04431,28,0.735318124294281
1675442355.051607,29,0.7141433358192444
1675442355.058832,30,0.6947144865989685
1675442355.066022,31,0.6749402284622192
1675442355.073067,32,0.658439040184021
1675442355.080072,33,0.6385918855667114
1675442355.087091,34,0.6174094080924988
1675442355.094095,35,0.607370913028717
1675442355.101107,36,0.587899923324585
1675442355.108136,37,0.5714989900588989
1675442355.11512,38,0.5518954992294312
1675442355.122137,39,0.5401918888092041
1675442355.129198,40,0.5265042781829834
1675442355.13621,41,0.513693630695343
1675442355.143199,42,0.5045362710952759
1675442355.15017,43,0.4962649345397949
1675442355.157364,44,0.48037633299827576
1675442355.164401,45,0.47422510385513306
1675442355.171589,46,0.4606417417526245
1675442355.178634,47,0.44794559478759766
1675442355.18619,48,0.43261078000068665
1675442355.193223,49,0.424447625875473
1675442355.20019,50,0.4185466170310974
1675442355.207148,51,0.4076479375362396
1675442355.214118,52,0.3999391198158264
1675442355.2211,53,0.3861820101737976
1675442355.228087,54,0.3854946494102478
1675442355.23504,55,0.37411314249038696
1675442355.241984,56,0.37108272314071655
1675442355.248944,57,0.359993040561676
1675442355.255918,58,0.35749679803848267
1675442355.262875,59,0.35301584005355835
1675442355.269885,60,0.3451779782772064
1675442355.277003,61,0.3506781756877899
1675442355.284023,62,0.33379364013671875
1675442355.291255,63,0.32271596789360046
1675442355.2983,64,0.3197896182537079
1675442355.305578,65,0.314843088388443
1675442355.312584,66,0.3073742389678955
1675442355.3196,67,0.30891886353492737
1675442355.326587,68,0.30358684062957764
1675442355.333623,69,0.2948366105556488
1675442355.340639,70,0.2935711145401001
1675442355.348073,71,0.2934081554412842
1675442355.355121,72,0.28731897473335266
1675442355.362176,73,0.2812426686286926
1675442355.369254,74,0.2788386046886444
1675442355.376327,75,0.2716277241706848
1675442355.383644,76,0.2683620750904083
1675442355.390779,77,0.26491865515708923
1675442355.397934,78,0.26387110352516174
1675442355.405236,79,0.258850634098053
1675442355.41235,80,0.26146018505096436
1675442355.419454,81,0.251310259103775
1675442355.426512,82,0.24847108125686646
1675442355.43357,83,0.25071462988853455
1675442355.44067,84,0.24822312593460083
1675442355.447747,85,0.2442246973514557
1675442355.4548,86,0.23938094079494476
1675442355.461873,87,0.23518317937850952
1675442355.468939,88,0.23811088502407074
1675442355.475998,89,0.23782344162464142
1675442355.483056,90,0.23388667404651642
1675442355.490256,91,0.2279742807149887
1675442355.497231,92,0.231527641415596
1675442355.504443,93,0.2244422882795334
1675442355.511607,94,0.2298310101032257
1675442355.518593,95,0.22377358376979828
1675442355.525621,96,0.22055116295814514
1675442355.532671,97,0.22258178889751434
1675442355.540074,98,0.21960696578025818
1675442355.547067,99,0.2113073319196701
