Wall time,Step,Value,Std
1737740183.03387,1,0,0
1737740183.05373,2,0.384702444076538,0.381280869245529
1737740183.0555,3,0.453703552484512,0.462833374738693
1737740183.0571,4,0.502074837684631,0.480857223272324
1737740183.05878,5,0.534421682357788,0.490931123495102
1737740183.0603,6,0.562959909439087,0.508746266365051
1737740183.06187,7,0.585034787654877,0.538614809513092
1737740183.06353,8,0.603307723999023,0.561182737350464
1737740183.0716,9,0.60799378156662,0.579632818698883
1737740183.07395,10,0.631568849086762,0.586690366268158
1737740183.08872,11,0.64380669593811,0.594482958316803
1737740183.09106,12,0.651268661022186,0.606776535511017
1737740183.11084,13,0.671305775642395,0.620524525642395
1737740183.12251,14,0.686950027942658,0.632706701755524
1737740183.12477,15,0.704223453998566,0.637680649757385
1737740183.12695,16,0.710554540157318,0.645081520080566
1737740183.13108,17,0.713497817516327,0.648340582847595
1737740183.13251,18,0.718092918395996,0.656649231910706
1737740183.13388,19,0.729641973972321,0.66207093000412
1737740183.1351,20,0.73800265789032,0.66749781370163
1737740183.13623,21,0.747664332389831,0.677835583686829
1737740183.13741,22,0.749002277851105,0.687534332275391
1737740183.13869,23,0.756316840648651,0.685802519321442
1737740183.13993,24,0.763644993305206,0.696529090404511
1737740183.14984,25,0.770847856998444,0.702572524547577
1737740183.1516,26,0.779983937740326,0.706215977668762
1737740183.15288,27,0.783736765384674,0.705930411815643
1737740183.1663,28,0.79267156124115,0.712337672710419
1737740183.16807,29,0.799375116825104,0.707135617733002
1737740183.16928,30,0.808502078056335,0.703833639621735
1737740183.17998,31,0.816958487033844,0.709207952022553
1737740183.18275,32,0.823432922363281,0.716861724853516
