Wall time,Step,Value,Std
1737740253.66926,1,1.72091472148895,0.246335715055466
1737740253.6707,2,2.66709804534912,0.547353506088257
1737740253.67256,3,3.50232768058777,0.982022881507874
1737740253.67461,4,4.33503484725952,1.40727484226227
1737740253.67569,5,5.23686933517456,2.03296232223511
1737740253.69915,6,6.1211051940918,2.57998991012573
1737740253.70092,7,7.0563325881958,3.2455039024353
1737740253.7028,8,8.12789440155029,4.16715288162231
1737740253.70537,9,9.25359916687012,5.16765356063843
1737740253.70769,10,10.2503137588501,5.97559785842896
1737740253.70969,11,11.7127895355225,7.4792971611023
1737740253.71192,12,13.0939931869507,8.68024063110352
1737740253.71924,13,14.6468067169189,10.6209278106689
1737740253.72445,14,16.0393581390381,11.9864797592163
1737740253.72823,15,17.6788005828857,14.5616521835327
1737740253.73185,16,19.4886817932129,17.1441535949707
1737740253.73588,17,21.3724021911621,19.204309463501
1737740253.73821,18,23.5490856170654,22.7312335968018
1737740253.75592,19,25.5253829956055,24.7370300292969
1737740253.77543,20,27.8598136901855,29.6160984039307
1737740253.78322,21,30.5986175537109,34.7113227844238
1737740253.78762,22,33.4983291625977,37.6452980041504
1737740253.79113,23,36.0819702148437,39.598560333252
1737740253.79363,24,39.1723365783691,46.2856674194336
1737740253.79711,25,42.3146934509277,56.3491096496582
1737740253.80097,26,44.9822578430176,64.5063629150391
1737740253.80429,27,47.9927825927734,66.2503814697266
1737740253.80766,28,51.3329849243164,70.3483810424805
1737740253.81094,29,54.6608467102051,72.906135559082
1737740253.81446,30,59.6675071716309,86.3577651977539
1737740253.81791,31,62.6851310729981,93.3992767333984
1737740253.82104,32,66.2904357910156,96.6333770751953
