Wall time,Step,Value,Std
1737740167.80647,1,1.72091472148895,0.246335715055466
1737740167.82719,2,3.77865362167358,2.54613208770752
1737740167.83149,3,4.6441912651062,2.76134443283081
1737740167.83361,4,5.34983730316162,2.92267870903015
1737740167.83791,5,5.87382030487061,2.97755789756775
1737740167.83972,6,6.44472551345825,3.17803430557251
1737740167.84147,7,6.9652533531189,3.29048132896423
1737740167.85039,8,7.50254917144775,3.36573648452759
1737740167.85252,9,7.9900918006897,3.37988257408142
1737740167.85468,10,8.47528553009033,3.41182470321655
1737740167.85692,11,8.96633434295654,3.42703032493591
1737740167.85909,12,9.45507049560547,3.43948745727539
1737740167.86124,13,9.92521286010742,3.47749662399292
1737740167.86339,14,10.4137516021729,3.53357458114624
1737740167.8655,15,10.8917617797852,3.55440974235535
1737740167.86765,16,11.3678779602051,3.63406229019165
1737740167.86973,17,11.8305225372314,3.64227485656738
1737740167.87186,18,12.2906675338745,3.64805579185486
1737740167.87406,19,12.740927696228,3.68396806716919
1737740167.89439,20,13.1825656890869,3.70602822303772
1737740167.89903,21,13.6406106948853,3.72601819038391
1737740167.9076,22,14.115948677063,3.73637318611145
1737740167.90875,23,14.5464839935303,3.73856258392334
1737740167.90989,24,14.9947652816772,3.72280049324036
1737740167.9111,25,15.4535818099976,3.75972461700439
1737740167.92459,26,15.903003692627,3.76021122932434
1737740167.93038,27,16.343469619751,3.76885175704956
1737740167.93323,28,16.7849826812744,3.78354239463806
1737740167.9419,29,17.2334270477295,3.81236171722412
1737740167.94722,30,17.65553855896,3.79687929153442
1737740167.94955,31,18.1199722290039,3.79499411582947
1737740167.95965,32,18.5576362609863,3.79778575897217
