Wall time,Step,Value,Std
1737740174.72994,1,0,0
1737740174.73107,2,0.683927118778229,0.79231321811676
1737740174.73294,3,0.80571460723877,0.891497731208801
1737740174.73544,4,0.848827838897705,0.92236202955246
1737740174.73758,5,0.884702444076538,0.962682068347931
1737740174.7397,6,0.918802320957184,0.986193060874939
1737740174.74134,7,0.942708075046539,1.01074945926666
1737740174.75482,8,0.983974277973175,1.03352665901184
1737740174.75691,9,1.00929367542267,1.05586040019989
1737740174.75905,10,1.03324556350708,1.08396887779236
1737740174.76113,11,1.05876469612122,1.09266781806946
1737740174.76327,12,1.0710197687149,1.10802567005157
1737740174.76529,13,1.09978199005127,1.12367856502533
1737740174.76673,14,1.12561666965485,1.13474297523499
1737740174.76806,15,1.14100384712219,1.1396689414978
1737740174.76931,16,1.14881229400635,1.12395906448364
1737740174.7707,17,1.16011619567871,1.14552080631256
1737740174.77196,18,1.18102526664734,1.16569876670837
1737740174.77329,19,1.18383204936981,1.17199897766113
1737740174.7748,20,1.19904088973999,1.16789245605469
1737740174.77613,21,1.2159903049469,1.164222240448
1737740174.77761,22,1.22164475917816,1.17036187648773
1737740174.77903,23,1.22084856033325,1.16587018966675
1737740174.7852,24,1.23116624355316,1.1667720079422
1737740174.79321,25,1.23007416725159,1.16289258003235
1737740174.79437,26,1.23806464672089,1.1659722328186
1737740174.79551,27,1.24894607067108,1.17357790470123
1737740174.79724,28,1.26264655590057,1.17869031429291
1737740174.81701,29,1.27504992485046,1.19580388069153
1737740174.81872,30,1.29474151134491,1.2119152545929
1737740174.83276,31,1.30321705341339,1.21232724189758
1737740174.83504,32,1.31666600704193,1.21901845932007
