Wall time,Step,Value,Std
1737740239.26862,1,1.72091472148895,0.246335715055466
1737740239.27067,2,2.56538414955139,0.371128439903259
1737740239.27234,3,3.21194434165955,0.486428111791611
1737740239.2805,4,3.79750180244446,0.563219547271729
1737740239.28522,5,4.35059976577759,0.636110723018646
1737740239.30945,6,4.87642765045166,0.729159951210022
1737740239.31205,7,5.38055515289307,0.803181946277618
1737740239.31473,8,5.87616491317749,0.882524192333221
1737740239.31705,9,6.37369632720947,0.93700498342514
1737740239.33841,10,6.86123704910278,0.980843007564545
1737740239.34043,11,7.35267400741577,1.03771042823792
1737740239.3506,12,7.83797788619995,1.09442389011383
1737740239.36563,13,8.31994915008545,1.17360258102417
1737740239.36715,14,8.81644630432129,1.24946022033691
1737740239.36879,15,9.29366874694824,1.32942831516266
1737740239.37157,16,9.76888275146484,1.40110015869141
1737740239.37359,17,10.2284059524536,1.49407553672791
1737740239.375,18,10.7079772949219,1.55512464046478
1737740239.37612,19,11.1806983947754,1.63636982440949
1737740239.37774,20,11.6497020721436,1.68957662582397
1737740239.37889,21,12.1301050186157,1.77999472618103
1737740239.37999,22,12.5823812484741,1.86367094516754
1737740239.38184,23,13.0438089370728,1.93463945388794
1737740239.38435,24,13.5176334381104,1.9793336391449
1737740239.38668,25,13.9981260299683,2.0356388092041
1737740239.38872,26,14.4690208435059,2.10094022750854
1737740239.39099,27,14.9522695541382,2.20087337493896
1737740239.39321,28,15.4343090057373,2.25350522994995
1737740239.41451,29,15.8611783981323,2.30487465858459
1737740239.41843,30,16.3371143341064,2.33357667922974
1737740239.42133,31,16.7883434295654,2.41806650161743
1737740239.42281,32,17.2369804382324,2.49279427528381
