Wall time,Step,Value,Std
1737740259.00912,1,1.72091472148895,0.246335715055466
1737740259.01115,2,2.52130460739136,0.272064328193665
1737740259.01435,3,3.14957118034363,0.409134089946747
1737740259.01688,4,3.75578474998474,0.59385097026825
1737740259.02097,5,4.33773231506348,0.78690892457962
1737740259.02474,6,4.9136815071106,0.980361819267273
1737740259.02951,7,5.49633550643921,1.19284236431122
1737740259.03279,8,6.11165857315064,1.38801217079163
1737740259.03587,9,6.71275949478149,1.62481224536896
1737740259.03766,10,7.29505968093872,1.87022805213928
1737740259.03953,11,7.87211894989014,2.14203119277954
1737740259.04137,12,8.47082614898682,2.48180794715881
1737740259.0432,13,9.08779239654541,2.85176014900208
1737740259.04496,14,9.71924877166748,3.2264084815979
1737740259.04649,15,10.3586025238037,3.58670496940613
1737740259.06721,16,11.0251369476318,3.91664218902588
1737740259.06898,17,11.6451416015625,4.26772022247314
1737740259.07113,18,12.3241415023804,4.60192251205444
1737740259.07289,19,12.8866090774536,4.99281930923462
1737740259.0747,20,13.5324687957764,5.37838172912598
1737740259.07674,21,14.2213048934937,5.69388198852539
1737740259.07855,22,14.9090690612793,6.29589223861694
1737740259.08032,23,15.6474962234497,6.69360494613647
1737740259.08187,24,16.4152641296387,7.33947849273682
1737740259.08357,25,17.060115814209,7.53570175170898
1737740259.08517,26,17.9474811553955,8.02899837493897
1737740259.08679,27,18.631799697876,8.61021232604981
1737740259.08845,28,19.4155864715576,9.07572078704834
1737740259.09001,29,20.159423828125,9.49920558929443
1737740259.09161,30,21.1924667358398,10.3017015457153
1737740259.0932,31,22.1423397064209,11.1321382522583
1737740259.10055,32,23.2287940979004,12.0612649917603
