Wall time,Step,Value,Std
1737740174.7273,1,1.72091472148895,0.246335715055466
1737740174.73068,2,2.93045854568481,0.964219331741333
1737740174.73253,3,3.61967372894287,1.09042108058929
1737740174.73495,4,4.18033504486084,1.13769316673279
1737740174.73708,5,4.71807813644409,1.18876516819
1737740174.73921,6,5.234694480896,1.22966647148132
1737740174.74102,7,5.75248956680298,1.25473117828369
1737740174.75468,8,6.25072765350342,1.29834544658661
1737740174.75642,9,6.76233959197998,1.32089042663574
1737740174.75855,10,7.25797080993652,1.35093331336975
1737740174.76065,11,7.75052785873413,1.3677431344986
1737740174.76279,12,8.21003246307373,1.39356350898743
1737740174.76494,13,8.69468975067139,1.41835260391235
1737740174.76641,14,9.16612720489502,1.44193601608276
1737740174.76773,15,9.6391658782959,1.45066237449646
1737740174.76894,16,10.093056678772,1.44621896743774
1737740174.77039,17,10.5588684082031,1.46781694889069
1737740174.77163,18,11.0225467681885,1.49620521068573
1737740174.77297,19,11.4652853012085,1.50937688350678
1737740174.77438,20,11.9251527786255,1.51502156257629
1737740174.77587,21,12.3770036697388,1.52542781829834
1737740174.7772,22,12.8258714675903,1.53506481647491
1737740174.77867,23,13.2727813720703,1.53274297714233
1737740174.78506,24,13.7279615402222,1.53834497928619
1737740174.78626,25,14.1788854598999,1.53167915344238
1737740174.79423,26,14.6333427429199,1.53598427772522
1737740174.79537,27,15.0824928283691,1.54864180088043
1737740174.79649,28,15.5394811630249,1.55660593509674
1737740174.81683,29,15.9882678985596,1.57790720462799
1737740174.81855,30,16.4417896270752,1.60076415538788
1737740174.83215,31,16.8787212371826,1.61060619354248
1737740174.83462,32,17.3288993835449,1.62293565273285
